listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2973587.539348 type=0 code=0 value=0
/dev/input/event3 2973587.544549 type=3 code=53 value=607
/dev/input/event3 2973587.544549 type=3 code=54 value=1328
/dev/input/event3 2973587.544549 type=0 code=0 value=0
/dev/input/event3 2973587.550076 type=3 code=53 value=604
/dev/input/event3 2973587.550076 type=3 code=54 value=1314
/dev/input/event3 2973587.550076 type=0 code=0 value=0
/dev/input/event3 2973587.555343 type=3 code=53 value=602
/dev/input/event3 2973587.555343 type=3 code=54 value=1300
/dev/input/event3 2973587.555343 type=0 code=0 value=0
/dev/input/event3 2973587.560743 type=3 code=53 value=600
/dev/input/event3 2973587.560743 type=3 code=54 value=1287
/dev/input/event3 2973587.560743 type=0 code=0 value=0
/dev/input/event3 2973587.566137 type=3 code=53 value=597
/dev/input/event3 2973587.566137 type=3 code=54 value=1273
/dev/input/event3 2973587.566137 type=0 code=0 value=0
/dev/input/event3 2973587.571630 type=3 code=53 value=595
/dev/input/event3 2973587.571630 type=3 code=54 value=1261
/dev/input/event3 2973587.571630 type=0 code=0 value=0
/dev/input/event3 2973587.577133 type=3 code=53 value=592
/dev/input/event3 2973587.577133 type=3 code=54 value=1250
/dev/input/event3 2973587.577133 type=0 code=0 value=0
/dev/input/event3 2973587.582564 type=3 code=53 value=589
/dev/input/event3 2973587.582564 type=3 code=54 value=1238
/dev/input/event3 2973587.582564 type=0 code=0 value=0
/dev/input/event3 2973587.587688 type=3 code=53 value=585
/dev/input/event3 2973587.587688 type=3 code=54 value=1226
/dev/input/event3 2973587.587688 type=0 code=0 value=0
/dev/input/event3 2973587.593294 type=3 code=53 value=582
/dev/input/event3 2973587.593294 type=3 code=54 value=1215
/dev/input/event3 2973587.593294 type=0 code=0 value=0
/dev/input/event3 2973587.598728 type=3 code=53 value=579
/dev/input/event3 2973587.598728 type=3 code=54 value=1203
/dev/input/event3 2973587.598728 type=0 code=0 value=0
/dev/input/event3 2973587.603909 type=3 code=53 value=575
/dev/input/event3 2973587.603909 type=3 code=54 value=1191
/dev/input/event3 2973587.603909 type=0 code=0 value=0
/dev/input/event3 2973587.609473 type=3 code=53 value=571
/dev/input/event3 2973587.609473 type=3 code=54 value=1178
/dev/input/event3 2973587.609473 type=0 code=0 value=0
/dev/input/event3 2973587.614918 type=3 code=53 value=567
/dev/input/event3 2973587.614918 type=3 code=54 value=1164
/dev/input/event3 2973587.614918 type=0 code=0 value=0
/dev/input/event3 2973587.620205 type=3 code=53 value=563
/dev/input/event3 2973587.620205 type=3 code=54 value=1148
/dev/input/event3 2973587.620205 type=0 code=0 value=0
/dev/input/event3 2973587.625533 type=3 code=53 value=559
/dev/input/event3 2973587.625533 type=3 code=54 value=1133
/dev/input/event3 2973587.625533 type=0 code=0 value=0
/dev/input/event3 2973587.630992 type=3 code=53 value=555
/dev/input/event3 2973587.630992 type=3 code=54 value=1115
/dev/input/event3 2973587.630992 type=0 code=0 value=0
/dev/input/event3 2973587.636469 type=3 code=53 value=550
/dev/input/event3 2973587.636469 type=3 code=54 value=1096
/dev/input/event3 2973587.636469 type=0 code=0 value=0
/dev/input/event3 2973587.641521 type=3 code=53 value=545
/dev/input/event3 2973587.641521 type=3 code=54 value=1077
/dev/input/event3 2973587.641521 type=0 code=0 value=0
/dev/input/event3 2973587.647201 type=3 code=53 value=541
/dev/input/event3 2973587.647201 type=3 code=54 value=1058
/dev/input/event3 2973587.647201 type=0 code=0 value=0
/dev/input/event3 2973587.652511 type=3 code=53 value=536
/dev/input/event3 2973587.652511 type=3 code=54 value=1038
/dev/input/event3 2973587.652511 type=0 code=0 value=0
/dev/input/event3 2973587.658045 type=3 code=53 value=531
/dev/input/event3 2973587.658045 type=3 code=54 value=1018
/dev/input/event3 2973587.658045 type=0 code=0 value=0
/dev/input/event3 2973587.663430 type=3 code=53 value=527
/dev/input/event3 2973587.663430 type=3 code=54 value=999
/dev/input/event3 2973587.663430 type=0 code=0 value=0
/dev/input/event3 2973587.668595 type=3 code=53 value=522
/dev/input/event3 2973587.668595 type=3 code=54 value=980
/dev/input/event3 2973587.668595 type=0 code=0 value=0
/dev/input/event3 2973587.674150 type=3 code=53 value=517
/dev/input/event3 2973587.674150 type=3 code=54 value=961
/dev/input/event3 2973587.674150 type=0 code=0 value=0
/dev/input/event3 2973587.679470 type=3 code=53 value=512
/dev/input/event3 2973587.679470 type=3 code=54 value=941
/dev/input/event3 2973587.679470 type=0 code=0 value=0
/dev/input/event3 2973587.684584 type=3 code=53 value=507
/dev/input/event3 2973587.684584 type=3 code=54 value=922
/dev/input/event3 2973587.684584 type=0 code=0 value=0
/dev/input/event3 2973587.690344 type=3 code=53 value=502
/dev/input/event3 2973587.690344 type=3 code=54 value=903
/dev/input/event3 2973587.690344 type=0 code=0 value=0
/dev/input/event3 2973587.695591 type=3 code=53 value=497
/dev/input/event3 2973587.695591 type=3 code=54 value=885
/dev/input/event3 2973587.695591 type=0 code=0 value=0
/dev/input/event3 2973587.701186 type=3 code=53 value=493
/dev/input/event3 2973587.701186 type=3 code=54 value=868
/dev/input/event3 2973587.701186 type=0 code=0 value=0
/dev/input/event3 2973587.706284 type=3 code=53 value=488
/dev/input/event3 2973587.706284 type=3 code=54 value=853
/dev/input/event3 2973587.706284 type=0 code=0 value=0
/dev/input/event3 2973587.711664 type=3 code=53 value=485
/dev/input/event3 2973587.711664 type=3 code=54 value=839
/dev/input/event3 2973587.711664 type=0 code=0 value=0
/dev/input/event3 2973587.717206 type=3 code=53 value=482
/dev/input/event3 2973587.717206 type=3 code=54 value=828
/dev/input/event3 2973587.717206 type=0 code=0 value=0
/dev/input/event3 2973587.722738 type=3 code=53 value=481
/dev/input/event3 2973587.722738 type=3 code=54 value=819
/dev/input/event3 2973587.722738 type=0 code=0 value=0
/dev/input/event3 2973587.728137 type=3 code=53 value=479
/dev/input/event3 2973587.728137 type=3 code=54 value=812
/dev/input/event3 2973587.728137 type=0 code=0 value=0
/dev/input/event3 2973587.733574 type=3 code=54 value=807
/dev/input/event3 2973587.733574 type=0 code=0 value=0
/dev/input/event3 2973587.738655 type=3 code=54 value=801
/dev/input/event3 2973587.738655 type=0 code=0 value=0
/dev/input/event3 2973587.749358 type=3 code=54 value=799
/dev/input/event3 2973587.749358 type=0 code=0 value=0
/dev/input/event3 2973587.754144 type=3 code=57 value=-1
/dev/input/event3 2973587.754144 type=1 code=330 value=0
/dev/input/event3 2973587.754144 type=0 code=0 value=0
/dev/input/event3 2973587.882478 type=3 code=57 value=12
/dev/input/event3 2973587.882478 type=3 code=53 value=582
/dev/input/event3 2973587.882478 type=3 code=54 value=1085
/dev/input/event3 2973587.882478 type=1 code=330 value=1
/dev/input/event3 2973587.882478 type=0 code=0 value=0
/dev/input/event3 2973587.957909 type=3 code=57 value=-1
/dev/input/event3 2973587.957909 type=1 code=330 value=0
/dev/input/event3 2973587.957909 type=0 code=0 value=0
/dev/input/event3 2973588.070123 type=3 code=57 value=13
/dev/input/event3 2973588.070123 type=3 code=53 value=509
/dev/input/event3 2973588.070123 type=3 code=54 value=1042
/dev/input/event3 2973588.070123 type=1 code=330 value=1
/dev/input/event3 2973588.070123 type=0 code=0 value=0
/dev/input/event3 2973588.140135 type=3 code=57 value=-1
/dev/input/event3 2973588.140135 type=1 code=330 value=0
/dev/input/event3 2973588.140135 type=0 code=0 value=0
/dev/input/event3 2973588.231784 type=3 code=57 value=14
/dev/input/event3 2973588.231784 type=3 code=53 value=492
/dev/input/event3 2973588.231784 type=3 code=54 value=955
/dev/input/event3 2973588.231784 type=1 code=330 value=1
/dev/input/event3 2973588.231784 type=0 code=0 value=0
/dev/input/event3 2973588.301971 type=3 code=53 value=493
/dev/input/event3 2973588.301971 type=3 code=54 value=966
/dev/input/event3 2973588.301971 type=0 code=0 value=0
/dev/input/event3 2973588.307625 type=3 code=53 value=498
/dev/input/event3 2973588.307625 type=3 code=54 value=991
/dev/input/event3 2973588.307625 type=0 code=0 value=0
/dev/input/event3 2973588.312842 type=3 code=53 value=502
/dev/input/event3 2973588.312842 type=3 code=54 value=1024
/dev/input/event3 2973588.312842 type=0 code=0 value=0
/dev/input/event3 2973588.318441 type=3 code=53 value=504
/dev/input/event3 2973588.318441 type=3 code=54 value=1049
/dev/input/event3 2973588.318441 type=0 code=0 value=0
/dev/input/event3 2973588.323592 type=3 code=53 value=506
/dev/input/event3 2973588.323592 type=3 code=54 value=1069
/dev/input/event3 2973588.323592 type=0 code=0 value=0
/dev/input/event3 2973588.328832 type=3 code=53 value=507
/dev/input/event3 2973588.328832 type=3 code=54 value=1089
/dev/input/event3 2973588.328832 type=0 code=0 value=0
/dev/input/event3 2973588.334580 type=3 code=54 value=1102
/dev/input/event3 2973588.334580 type=0 code=0 value=0
/dev/input/event3 2973588.339944 type=3 code=54 value=1119
/dev/input/event3 2973588.339944 type=0 code=0 value=0
/dev/input/event3 2973588.344963 type=3 code=54 value=1135
/dev/input/event3 2973588.344963 type=0 code=0 value=0
/dev/input/event3 2973588.350170 type=3 code=57 value=-1
/dev/input/event3 2973588.350170 type=1 code=330 value=0
/dev/input/event3 2973588.350170 type=0 code=0 value=0
/dev/input/event3 2973588.470604 type=3 code=57 value=15
/dev/input/event3 2973588.470604 type=3 code=53 value=518
/dev/input/event3 2973588.470604 type=3 code=54 value=1349
/dev/input/event3 2973588.470604 type=1 code=330 value=1
/dev/input/event3 2973588.470604 type=0 code=0 value=0
/dev/input/event3 2973588.527760 type=3 code=53 value=519
/dev/input/event3 2973588.527760 type=3 code=54 value=1334
/dev/input/event3 2973588.527760 type=0 code=0 value=0
/dev/input/event3 2973588.533020 type=3 code=53 value=520
/dev/input/event3 2973588.533020 type=3 code=54 value=1315
/dev/input/event3 2973588.533020 type=0 code=0 value=0
/dev/input/event3 2973588.538615 type=3 code=54 value=1294
/dev/input/event3 2973588.538615 type=0 code=0 value=0
/dev/input/event3 2973588.544154 type=3 code=54 value=1275
/dev/input/event3 2973588.544154 type=0 code=0 value=0
/dev/input/event3 2973588.549197 type=3 code=53 value=519
/dev/input/event3 2973588.549197 type=3 code=54 value=1258
/dev/input/event3 2973588.549197 type=0 code=0 value=0
/dev/input/event3 2973588.554685 type=3 code=54 value=1244
/dev/input/event3 2973588.554685 type=0 code=0 value=0
/dev/input/event3 2973588.559987 type=3 code=54 value=1236
/dev/input/event3 2973588.559987 type=0 code=0 value=0
/dev/input/event3 2973588.565475 type=3 code=53 value=518
/dev/input/event3 2973588.565475 type=3 code=54 value=1223
/dev/input/event3 2973588.565475 type=0 code=0 value=0
/dev/input/event3 2973588.571099 type=3 code=54 value=1207
/dev/input/event3 2973588.571099 type=0 code=0 value=0
/dev/input/event3 2973588.576359 type=3 code=53 value=516
/dev/input/event3 2973588.576359 type=3 code=54 value=1191
/dev/input/event3 2973588.576359 type=0 code=0 value=0
/dev/input/event3 2973588.581833 type=3 code=53 value=515
/dev/input/event3 2973588.581833 type=3 code=54 value=1173
/dev/input/event3 2973588.581833 type=0 code=0 value=0
/dev/input/event3 2973588.587288 type=3 code=53 value=513
/dev/input/event3 2973588.587288 type=3 code=54 value=1154
/dev/input/event3 2973588.587288 type=0 code=0 value=0
/dev/input/event3 2973588.592370 type=3 code=53 value=511
/dev/input/event3 2973588.592370 type=3 code=54 value=1134
/dev/input/event3 2973588.592370 type=0 code=0 value=0
/dev/input/event3 2973588.597972 type=3 code=53 value=510
/dev/input/event3 2973588.597972 type=3 code=54 value=1114
/dev/input/event3 2973588.597972 type=0 code=0 value=0
/dev/input/event3 2973588.603397 type=3 code=53 value=508
/dev/input/event3 2973588.603397 type=3 code=54 value=1093
/dev/input/event3 2973588.603397 type=0 code=0 value=0
/dev/input/event3 2973588.608493 type=3 code=53 value=506
/dev/input/event3 2973588.608493 type=3 code=54 value=1072
/dev/input/event3 2973588.608493 type=0 code=0 value=0
/dev/input/event3 2973588.614125 type=3 code=53 value=505
/dev/input/event3 2973588.614125 type=3 code=54 value=1052
/dev/input/event3 2973588.614125 type=0 code=0 value=0
/dev/input/event3 2973588.619628 type=3 code=53 value=503
/dev/input/event3 2973588.619628 type=3 code=54 value=1033
/dev/input/event3 2973588.619628 type=0 code=0 value=0
/dev/input/event3 2973588.624991 type=3 code=54 value=1013
/dev/input/event3 2973588.624991 type=0 code=0 value=0
/dev/input/event3 2973588.630389 type=3 code=53 value=501
/dev/input/event3 2973588.630389 type=3 code=54 value=994
/dev/input/event3 2973588.630389 type=0 code=0 value=0
/dev/input/event3 2973588.635801 type=3 code=53 value=500
/dev/input/event3 2973588.635801 type=3 code=54 value=976
/dev/input/event3 2973588.635801 type=0 code=0 value=0
/dev/input/event3 2973588.641159 type=3 code=53 value=499
/dev/input/event3 2973588.641159 type=3 code=54 value=957
/dev/input/event3 2973588.641159 type=0 code=0 value=0
/dev/input/event3 2973588.646120 type=3 code=53 value=498
/dev/input/event3 2973588.646120 type=3 code=54 value=940
/dev/input/event3 2973588.646120 type=0 code=0 value=0
/dev/input/event3 2973588.651892 type=3 code=53 value=497
/dev/input/event3 2973588.651892 type=3 code=54 value=922
/dev/input/event3 2973588.651892 type=0 code=0 value=0
/dev/input/event3 2973588.657056 type=3 code=53 value=496
/dev/input/event3 2973588.657056 type=3 code=54 value=906
/dev/input/event3 2973588.657056 type=0 code=0 value=0
/dev/input/event3 2973588.662691 type=3 code=53 value=495
/dev/input/event3 2973588.662691 type=3 code=54 value=889
/dev/input/event3 2973588.662691 type=0 code=0 value=0
/dev/input/event3 2973588.668109 type=3 code=53 value=494
/dev/input/event3 2973588.668109 type=3 code=54 value=873
/dev/input/event3 2973588.668109 type=0 code=0 value=0
/dev/input/event3 2973588.673259 type=3 code=53 value=493
/dev/input/event3 2973588.673259 type=3 code=54 value=858
/dev/input/event3 2973588.673259 type=0 code=0 value=0
/dev/input/event3 2973588.678442 type=3 code=54 value=844
/dev/input/event3 2973588.678442 type=0 code=0 value=0
/dev/input/event3 2973588.684236 type=3 code=53 value=492
/dev/input/event3 2973588.684236 type=3 code=54 value=830
/dev/input/event3 2973588.684236 type=0 code=0 value=0
/dev/input/event3 2973588.689398 type=3 code=54 value=816
/dev/input/event3 2973588.689398 type=0 code=0 value=0
/dev/input/event3 2973588.694809 type=3 code=53 value=491
/dev/input/event3 2973588.694809 type=3 code=54 value=804
/dev/input/event3 2973588.694809 type=0 code=0 value=0
/dev/input/event3 2973588.700276 type=3 code=53 value=490
/dev/input/event3 2973588.700276 type=3 code=54 value=793
/dev/input/event3 2973588.700276 type=0 code=0 value=0
/dev/input/event3 2973588.705829 type=3 code=54 value=782
/dev/input/event3 2973588.705829 type=0 code=0 value=0
/dev/input/event3 2973588.711235 type=3 code=53 value=489
/dev/input/event3 2973588.711235 type=3 code=54 value=773
/dev/input/event3 2973588.711235 type=0 code=0 value=0
/dev/input/event3 2973588.716697 type=3 code=53 value=488
/dev/input/event3 2973588.716697 type=3 code=54 value=765
/dev/input/event3 2973588.716697 type=0 code=0 value=0
/dev/input/event3 2973588.722037 type=3 code=54 value=758
/dev/input/event3 2973588.722037 type=0 code=0 value=0
/dev/input/event3 2973588.727225 type=3 code=53 value=487
/dev/input/event3 2973588.727225 type=3 code=54 value=753
/dev/input/event3 2973588.727225 type=0 code=0 value=0
/dev/input/event3 2973588.732662 type=3 code=54 value=748
/dev/input/event3 2973588.732662 type=0 code=0 value=0
/dev/input/event3 2973588.737903 type=3 code=54 value=745
/dev/input/event3 2973588.737903 type=0 code=0 value=0
/dev/input/event3 2973588.743471 type=3 code=54 value=744
/dev/input/event3 2973588.743471 type=0 code=0 value=0
/dev/input/event3 2973588.748944 type=3 code=54 value=743
/dev/input/event3 2973588.748944 type=0 code=0 value=0
/dev/input/event3 2973588.786287 type=3 code=54 value=746
/dev/input/event3 2973588.786287 type=0 code=0 value=0
/dev/input/event3 2973588.792100 type=3 code=53 value=488
/dev/input/event3 2973588.792100 type=3 code=54 value=754
/dev/input/event3 2973588.792100 type=0 code=0 value=0
/dev/input/event3 2973588.797572 type=3 code=54 value=763
/dev/input/event3 2973588.797572 type=0 code=0 value=0
/dev/input/event3 2973588.802889 type=3 code=53 value=489
/dev/input/event3 2973588.802889 type=3 code=54 value=773
/dev/input/event3 2973588.802889 type=0 code=0 value=0
/dev/input/event3 2973588.807986 type=3 code=53 value=490
/dev/input/event3 2973588.807986 type=3 code=54 value=783
/dev/input/event3 2973588.807986 type=0 code=0 value=0
/dev/input/event3 2973588.813640 type=3 code=53 value=491
/dev/input/event3 2973588.813640 type=3 code=54 value=794
/dev/input/event3 2973588.813640 type=0 code=0 value=0
/dev/input/event3 2973588.819108 type=3 code=53 value=492
/dev/input/event3 2973588.819108 type=3 code=54 value=805
/dev/input/event3 2973588.819108 type=0 code=0 value=0
/dev/input/event3 2973588.824234 type=3 code=54 value=817
/dev/input/event3 2973588.824234 type=0 code=0 value=0
/dev/input/event3 2973588.829552 type=3 code=53 value=493
/dev/input/event3 2973588.829552 type=3 code=54 value=830
/dev/input/event3 2973588.829552 type=0 code=0 value=0
/dev/input/event3 2973588.835278 type=3 code=53 value=494
/dev/input/event3 2973588.835278 type=3 code=54 value=845
/dev/input/event3 2973588.835278 type=0 code=0 value=0
/dev/input/event3 2973588.840227 type=3 code=53 value=496
/dev/input/event3 2973588.840227 type=3 code=54 value=860
/dev/input/event3 2973588.840227 type=0 code=0 value=0
/dev/input/event3 2973588.846013 type=3 code=54 value=876
/dev/input/event3 2973588.846013 type=0 code=0 value=0
/dev/input/event3 2973588.851162 type=3 code=53 value=498
/dev/input/event3 2973588.851162 type=3 code=54 value=893
/dev/input/event3 2973588.851162 type=0 code=0 value=0
/dev/input/event3 2973588.856827 type=3 code=54 value=911
/dev/input/event3 2973588.856827 type=0 code=0 value=0
/dev/input/event3 2973588.861843 type=3 code=53 value=500
/dev/input/event3 2973588.861843 type=3 code=54 value=929
/dev/input/event3 2973588.861843 type=0 code=0 value=0
/dev/input/event3 2973588.867348 type=3 code=53 value=501
/dev/input/event3 2973588.867348 type=3 code=54 value=949
/dev/input/event3 2973588.867348 type=0 code=0 value=0
/dev/input/event3 2973588.872914 type=3 code=53 value=502
/dev/input/event3 2973588.872914 type=3 code=54 value=972
/dev/input/event3 2973588.872914 type=0 code=0 value=0
/dev/input/event3 2973588.878175 type=3 code=53 value=503
/dev/input/event3 2973588.878175 type=3 code=54 value=995
/dev/input/event3 2973588.878175 type=0 code=0 value=0
/dev/input/event3 2973588.883754 type=3 code=53 value=504
/dev/input/event3 2973588.883754 type=3 code=54 value=1018
/dev/input/event3 2973588.883754 type=0 code=0 value=0
/dev/input/event3 2973588.888823 type=3 code=53 value=505
/dev/input/event3 2973588.888823 type=3 code=54 value=1043
/dev/input/event3 2973588.888823 type=0 code=0 value=0
/dev/input/event3 2973588.894461 type=3 code=53 value=506
/dev/input/event3 2973588.894461 type=3 code=54 value=1067
/dev/input/event3 2973588.894461 type=0 code=0 value=0
/dev/input/event3 2973588.900009 type=3 code=54 value=1090
/dev/input/event3 2973588.900009 type=0 code=0 value=0
/dev/input/event3 2973588.905371 type=3 code=54 value=1112
/dev/input/event3 2973588.905371 type=0 code=0 value=0
/dev/input/event3 2973588.910706 type=3 code=54 value=1132
/dev/input/event3 2973588.910706 type=0 code=0 value=0
/dev/input/event3 2973588.916166 type=3 code=54 value=1152
/dev/input/event3 2973588.916166 type=0 code=0 value=0
/dev/input/event3 2973588.921274 type=3 code=54 value=1173
/dev/input/event3 2973588.921274 type=0 code=0 value=0
/dev/input/event3 2973588.926466 type=3 code=54 value=1192
/dev/input/event3 2973588.926466 type=0 code=0 value=0
/dev/input/event3 2973588.932266 type=3 code=53 value=505
/dev/input/event3 2973588.932266 type=3 code=54 value=1210
/dev/input/event3 2973588.932266 type=0 code=0 value=0
/dev/input/event3 2973588.937825 type=3 code=54 value=1226
/dev/input/event3 2973588.937825 type=0 code=0 value=0
/dev/input/event3 2973588.942873 type=3 code=53 value=504
/dev/input/event3 2973588.942873 type=3 code=54 value=1243
/dev/input/event3 2973588.942873 type=0 code=0 value=0
/dev/input/event3 2973588.948453 type=3 code=54 value=1257
/dev/input/event3 2973588.948453 type=0 code=0 value=0
/dev/input/event3 2973588.953900 type=3 code=53 value=503
/dev/input/event3 2973588.953900 type=3 code=54 value=1269
/dev/input/event3 2973588.953900 type=0 code=0 value=0
/dev/input/event3 2973588.959010 type=3 code=53 value=502
/dev/input/event3 2973588.959010 type=3 code=54 value=1280
/dev/input/event3 2973588.959010 type=0 code=0 value=0
/dev/input/event3 2973588.964564 type=3 code=53 value=501
/dev/input/event3 2973588.964564 type=3 code=54 value=1288
/dev/input/event3 2973588.964564 type=0 code=0 value=0
/dev/input/event3 2973588.969724 type=3 code=53 value=500
/dev/input/event3 2973588.969724 type=3 code=54 value=1295
/dev/input/event3 2973588.969724 type=0 code=0 value=0
/dev/input/event3 2973588.975148 type=3 code=53 value=499
/dev/input/event3 2973588.975148 type=3 code=54 value=1300
/dev/input/event3 2973588.975148 type=0 code=0 value=0
/dev/input/event3 2973588.980765 type=3 code=53 value=497
/dev/input/event3 2973588.980765 type=3 code=54 value=1304
/dev/input/event3 2973588.980765 type=0 code=0 value=0
/dev/input/event3 2973588.986067 type=3 code=53 value=496
/dev/input/event3 2973588.986067 type=3 code=54 value=1306
/dev/input/event3 2973588.986067 type=0 code=0 value=0
/dev/input/event3 2973588.991583 type=3 code=53 value=494
/dev/input/event3 2973588.991583 type=3 code=54 value=1307
/dev/input/event3 2973588.991583 type=0 code=0 value=0
/dev/input/event3 2973588.997059 type=3 code=53 value=493
/dev/input/event3 2973588.997059 type=3 code=54 value=1308
/dev/input/event3 2973588.997059 type=0 code=0 value=0
/dev/input/event3 2973589.012876 type=3 code=53 value=491
/dev/input/event3 2973589.012876 type=3 code=54 value=1307
/dev/input/event3 2973589.012876 type=0 code=0 value=0
/dev/input/event3 2973589.018552 type=3 code=53 value=487
/dev/input/event3 2973589.018552 type=3 code=54 value=1303
/dev/input/event3 2973589.018552 type=0 code=0 value=0
/dev/input/event3 2973589.023822 type=3 code=53 value=482
/dev/input/event3 2973589.023822 type=3 code=54 value=1295
/dev/input/event3 2973589.023822 type=0 code=0 value=0
/dev/input/event3 2973589.029096 type=3 code=53 value=476
/dev/input/event3 2973589.029096 type=3 code=54 value=1284
/dev/input/event3 2973589.029096 type=0 code=0 value=0
/dev/input/event3 2973589.034582 type=3 code=53 value=470
/dev/input/event3 2973589.034582 type=3 code=54 value=1269
/dev/input/event3 2973589.034582 type=0 code=0 value=0
/dev/input/event3 2973589.040146 type=3 code=53 value=464
/dev/input/event3 2973589.040146 type=3 code=54 value=1255
/dev/input/event3 2973589.040146 type=0 code=0 value=0
/dev/input/event3 2973589.045245 type=3 code=53 value=458
/dev/input/event3 2973589.045245 type=3 code=54 value=1238
/dev/input/event3 2973589.045245 type=0 code=0 value=0
/dev/input/event3 2973589.050504 type=3 code=53 value=452
/dev/input/event3 2973589.050504 type=3 code=54 value=1219
/dev/input/event3 2973589.050504 type=0 code=0 value=0
/dev/input/event3 2973589.056055 type=3 code=53 value=447
/dev/input/event3 2973589.056055 type=3 code=54 value=1200
/dev/input/event3 2973589.056055 type=0 code=0 value=0
/dev/input/event3 2973589.061680 type=3 code=53 value=441
/dev/input/event3 2973589.061680 type=3 code=54 value=1181
/dev/input/event3 2973589.061680 type=0 code=0 value=0
/dev/input/event3 2973589.067064 type=3 code=53 value=436
/dev/input/event3 2973589.067064 type=3 code=54 value=1161
/dev/input/event3 2973589.067064 type=0 code=0 value=0
/dev/input/event3 2973589.072484 type=3 code=53 value=431
/dev/input/event3 2973589.072484 type=3 code=54 value=1139
/dev/input/event3 2973589.072484 type=0 code=0 value=0
/dev/input/event3 2973589.077824 type=3 code=53 value=427
/dev/input/event3 2973589.077824 type=3 code=54 value=1119
/dev/input/event3 2973589.077824 type=0 code=0 value=0
/dev/input/event3 2973589.083008 type=3 code=53 value=422
/dev/input/event3 2973589.083008 type=3 code=54 value=1096
/dev/input/event3 2973589.083008 type=0 code=0 value=0
/dev/input/event3 2973589.088517 type=3 code=53 value=418
/dev/input/event3 2973589.088517 type=3 code=54 value=1072
/dev/input/event3 2973589.088517 type=0 code=0 value=0
/dev/input/event3 2973589.094019 type=3 code=53 value=414
/dev/input/event3 2973589.094019 type=3 code=54 value=1049
/dev/input/event3 2973589.094019 type=0 code=0 value=0
/dev/input/event3 2973589.099200 type=3 code=53 value=409
/dev/input/event3 2973589.099200 type=3 code=54 value=1025
/dev/input/event3 2973589.099200 type=0 code=0 value=0
/dev/input/event3 2973589.104744 type=3 code=53 value=405
/dev/input/event3 2973589.104744 type=3 code=54 value=1002
/dev/input/event3 2973589.104744 type=0 code=0 value=0
/dev/input/event3 2973589.109892 type=3 code=53 value=400
/dev/input/event3 2973589.109892 type=3 code=54 value=979
/dev/input/event3 2973589.109892 type=0 code=0 value=0
/dev/input/event3 2973589.115327 type=3 code=53 value=397
/dev/input/event3 2973589.115327 type=3 code=54 value=956
/dev/input/event3 2973589.115327 type=0 code=0 value=0
/dev/input/event3 2973589.120574 type=3 code=53 value=393
/dev/input/event3 2973589.120574 type=3 code=54 value=934
/dev/input/event3 2973589.120574 type=0 code=0 value=0
/dev/input/event3 2973589.126317 type=3 code=53 value=389
/dev/input/event3 2973589.126317 type=3 code=54 value=913
/dev/input/event3 2973589.126317 type=0 code=0 value=0
/dev/input/event3 2973589.131448 type=3 code=53 value=386
/dev/input/event3 2973589.131448 type=3 code=54 value=894
/dev/input/event3 2973589.131448 type=0 code=0 value=0
/dev/input/event3 2973589.136857 type=3 code=53 value=384
/dev/input/event3 2973589.136857 type=3 code=54 value=877
/dev/input/event3 2973589.136857 type=0 code=0 value=0
/dev/input/event3 2973589.142479 type=3 code=53 value=382
/dev/input/event3 2973589.142479 type=3 code=54 value=861
/dev/input/event3 2973589.142479 type=0 code=0 value=0
/dev/input/event3 2973589.147904 type=3 code=53 value=380
/dev/input/event3 2973589.147904 type=3 code=54 value=848
/dev/input/event3 2973589.147904 type=0 code=0 value=0
/dev/input/event3 2973589.153306 type=3 code=53 value=379
/dev/input/event3 2973589.153306 type=3 code=54 value=836
/dev/input/event3 2973589.153306 type=0 code=0 value=0
/dev/input/event3 2973589.158595 type=3 code=53 value=378
/dev/input/event3 2973589.158595 type=3 code=54 value=827
/dev/input/event3 2973589.158595 type=0 code=0 value=0
/dev/input/event3 2973589.164068 type=3 code=53 value=377
/dev/input/event3 2973589.164068 type=3 code=54 value=819
/dev/input/event3 2973589.164068 type=0 code=0 value=0
/dev/input/event3 2973589.169533 type=3 code=53 value=376
/dev/input/event3 2973589.169533 type=3 code=54 value=813
/dev/input/event3 2973589.169533 type=0 code=0 value=0
/dev/input/event3 2973589.174879 type=3 code=53 value=375
/dev/input/event3 2973589.174879 type=3 code=54 value=808
/dev/input/event3 2973589.174879 type=0 code=0 value=0
/dev/input/event3 2973589.180166 type=3 code=54 value=806
/dev/input/event3 2973589.180166 type=0 code=0 value=0
/dev/input/event3 2973589.185638 type=3 code=53 value=376
/dev/input/event3 2973589.185638 type=3 code=54 value=804
/dev/input/event3 2973589.185638 type=0 code=0 value=0
/dev/input/event3 2973589.217865 type=3 code=53 value=377
/dev/input/event3 2973589.217865 type=3 code=54 value=807
/dev/input/event3 2973589.217865 type=0 code=0 value=0
/dev/input/event3 2973589.223389 type=3 code=53 value=381
/dev/input/event3 2973589.223389 type=3 code=54 value=817
/dev/input/event3 2973589.223389 type=0 code=0 value=0
/dev/input/event3 2973589.228757 type=3 code=53 value=385
/dev/input/event3 2973589.228757 type=3 code=54 value=830
/dev/input/event3 2973589.228757 type=0 code=0 value=0
/dev/input/event3 2973589.233924 type=3 code=53 value=388
