listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2973590.282725 type=3 code=53 value=268
/dev/input/event3 2973590.282725 type=3 code=54 value=926
/dev/input/event3 2973590.282725 type=0 code=0 value=0
/dev/input/event3 2973590.288363 type=3 code=53 value=273
/dev/input/event3 2973590.288363 type=3 code=54 value=939
/dev/input/event3 2973590.288363 type=0 code=0 value=0
/dev/input/event3 2973590.293687 type=3 code=53 value=277
/dev/input/event3 2973590.293687 type=3 code=54 value=952
/dev/input/event3 2973590.293687 type=0 code=0 value=0
/dev/input/event3 2973590.299202 type=3 code=53 value=282
/dev/input/event3 2973590.299202 type=3 code=54 value=964
/dev/input/event3 2973590.299202 type=0 code=0 value=0
/dev/input/event3 2973590.304480 type=3 code=53 value=286
/dev/input/event3 2973590.304480 type=3 code=54 value=977
/dev/input/event3 2973590.304480 type=0 code=0 value=0
/dev/input/event3 2973590.309545 type=3 code=53 value=291
/dev/input/event3 2973590.309545 type=3 code=54 value=992
/dev/input/event3 2973590.309545 type=0 code=0 value=0
/dev/input/event3 2973590.315263 type=3 code=53 value=296
/dev/input/event3 2973590.315263 type=3 code=54 value=1007
/dev/input/event3 2973590.315263 type=0 code=0 value=0
/dev/input/event3 2973590.320415 type=3 code=53 value=300
/dev/input/event3 2973590.320415 type=3 code=54 value=1023
/dev/input/event3 2973590.320415 type=0 code=0 value=0
/dev/input/event3 2973590.325742 type=3 code=53 value=305
/dev/input/event3 2973590.325742 type=3 code=54 value=1044
/dev/input/event3 2973590.325742 type=0 code=0 value=0
/dev/input/event3 2973590.331393 type=3 code=53 value=310
/dev/input/event3 2973590.331393 type=3 code=54 value=1063
/dev/input/event3 2973590.331393 type=0 code=0 value=0
/dev/input/event3 2973590.336462 type=3 code=53 value=314
/dev/input/event3 2973590.336462 type=3 code=54 value=1083
/dev/input/event3 2973590.336462 type=0 code=0 value=0
/dev/input/event3 2973590.341795 type=3 code=53 value=319
/dev/input/event3 2973590.341795 type=3 code=54 value=1104
/dev/input/event3 2973590.341795 type=0 code=0 value=0
/dev/input/event3 2973590.347382 type=3 code=53 value=323
/dev/input/event3 2973590.347382 type=3 code=54 value=1126
/dev/input/event3 2973590.347382 type=0 code=0 value=0
/dev/input/event3 2973590.352796 type=3 code=53 value=328
/dev/input/event3 2973590.352796 type=3 code=54 value=1148
/dev/input/event3 2973590.352796 type=0 code=0 value=0
/dev/input/event3 2973590.358127 type=3 code=53 value=332
/dev/input/event3 2973590.358127 type=3 code=54 value=1172
/dev/input/event3 2973590.358127 type=0 code=0 value=0
/dev/input/event3 2973590.363317 type=3 code=53 value=337
/dev/input/event3 2973590.363317 type=3 code=54 value=1195
/dev/input/event3 2973590.363317 type=0 code=0 value=0
/dev/input/event3 2973590.368844 type=3 code=53 value=340
/dev/input/event3 2973590.368844 type=3 code=54 value=1218
/dev/input/event3 2973590.368844 type=0 code=0 value=0
/dev/input/event3 2973590.374401 type=3 code=53 value=344
/dev/input/event3 2973590.374401 type=3 code=54 value=1243
/dev/input/event3 2973590.374401 type=0 code=0 value=0
/dev/input/event3 2973590.379713 type=3 code=53 value=348
/dev/input/event3 2973590.379713 type=3 code=54 value=1266
/dev/input/event3 2973590.379713 type=0 code=0 value=0
/dev/input/event3 2973590.385114 type=3 code=53 value=350
/dev/input/event3 2973590.385114 type=3 code=54 value=1290
/dev/input/event3 2973590.385114 type=0 code=0 value=0
/dev/input/event3 2973590.390323 type=3 code=53 value=353
/dev/input/event3 2973590.390323 type=3 code=54 value=1313
/dev/input/event3 2973590.390323 type=0 code=0 value=0
/dev/input/event3 2973590.396042 type=3 code=53 value=356
/dev/input/event3 2973590.396042 type=3 code=54 value=1334
/dev/input/event3 2973590.396042 type=0 code=0 value=0
/dev/input/event3 2973590.401323 type=3 code=53 value=358
/dev/input/event3 2973590.401323 type=3 code=54 value=1355
/dev/input/event3 2973590.401323 type=0 code=0 value=0
/dev/input/event3 2973590.406802 type=3 code=53 value=361
/dev/input/event3 2973590.406802 type=3 code=54 value=1382
/dev/input/event3 2973590.406802 type=0 code=0 value=0
/dev/input/event3 2973590.412167 type=3 code=53 value=364
/dev/input/event3 2973590.412167 type=3 code=54 value=1405
/dev/input/event3 2973590.412167 type=0 code=0 value=0
/dev/input/event3 2973590.417483 type=3 code=53 value=365
/dev/input/event3 2973590.417483 type=3 code=54 value=1428
/dev/input/event3 2973590.417483 type=0 code=0 value=0
/dev/input/event3 2973590.422729 type=3 code=53 value=367
/dev/input/event3 2973590.422729 type=3 code=54 value=1453
/dev/input/event3 2973590.422729 type=0 code=0 value=0
/dev/input/event3 2973590.428131 type=3 code=53 value=368
/dev/input/event3 2973590.428131 type=3 code=54 value=1476
/dev/input/event3 2973590.428131 type=0 code=0 value=0
/dev/input/event3 2973590.433550 type=3 code=54 value=1505
/dev/input/event3 2973590.433550 type=0 code=0 value=0
/dev/input/event3 2973590.438983 type=3 code=53 value=369
/dev/input/event3 2973590.438983 type=3 code=54 value=1531
/dev/input/event3 2973590.438983 type=0 code=0 value=0
/dev/input/event3 2973590.444606 type=3 code=54 value=1551
/dev/input/event3 2973590.444606 type=0 code=0 value=0
/dev/input/event3 2973590.450052 type=3 code=54 value=1568
/dev/input/event3 2973590.450052 type=0 code=0 value=0
/dev/input/event3 2973590.455118 type=3 code=53 value=368
/dev/input/event3 2973590.455118 type=3 code=54 value=1591
/dev/input/event3 2973590.455118 type=0 code=0 value=0
/dev/input/event3 2973590.460496 type=3 code=54 value=1611
/dev/input/event3 2973590.460496 type=0 code=0 value=0
/dev/input/event3 2973590.466145 type=3 code=54 value=1627
/dev/input/event3 2973590.466145 type=0 code=0 value=0
/dev/input/event3 2973590.471495 type=3 code=53 value=367
/dev/input/event3 2973590.471495 type=3 code=54 value=1639
/dev/input/event3 2973590.471495 type=0 code=0 value=0
/dev/input/event3 2973590.476899 type=3 code=53 value=366
/dev/input/event3 2973590.476899 type=3 code=54 value=1652
/dev/input/event3 2973590.476899 type=0 code=0 value=0
/dev/input/event3 2973590.482049 type=3 code=53 value=365
/dev/input/event3 2973590.482049 type=3 code=54 value=1664
/dev/input/event3 2973590.482049 type=0 code=0 value=0
/dev/input/event3 2973590.487431 type=3 code=53 value=364
/dev/input/event3 2973590.487431 type=3 code=54 value=1674
/dev/input/event3 2973590.487431 type=0 code=0 value=0
/dev/input/event3 2973590.493094 type=3 code=54 value=1683
/dev/input/event3 2973590.493094 type=0 code=0 value=0
/dev/input/event3 2973590.498590 type=3 code=53 value=363
/dev/input/event3 2973590.498590 type=3 code=54 value=1690
/dev/input/event3 2973590.498590 type=0 code=0 value=0
/dev/input/event3 2973590.503843 type=3 code=54 value=1697
/dev/input/event3 2973590.503843 type=0 code=0 value=0
/dev/input/event3 2973590.509116 type=3 code=53 value=362
/dev/input/event3 2973590.509116 type=3 code=54 value=1701
/dev/input/event3 2973590.509116 type=0 code=0 value=0
/dev/input/event3 2973590.514439 type=3 code=54 value=1704
/dev/input/event3 2973590.514439 type=0 code=0 value=0
/dev/input/event3 2973590.519945 type=3 code=53 value=361
/dev/input/event3 2973590.519945 type=3 code=54 value=1705
/dev/input/event3 2973590.519945 type=0 code=0 value=0
/dev/input/event3 2973590.525470 type=3 code=54 value=1706
/dev/input/event3 2973590.525470 type=0 code=0 value=0
/dev/input/event3 2973590.530804 type=3 code=53 value=360
/dev/input/event3 2973590.530804 type=0 code=0 value=0
/dev/input/event3 2973590.536070 type=3 code=54 value=1707
/dev/input/event3 2973590.536070 type=0 code=0 value=0
/dev/input/event3 2973590.541635 type=3 code=53 value=359
/dev/input/event3 2973590.541635 type=0 code=0 value=0
/dev/input/event3 2973590.557913 type=3 code=54 value=1705
/dev/input/event3 2973590.557913 type=0 code=0 value=0
/dev/input/event3 2973590.563229 type=3 code=53 value=357
/dev/input/event3 2973590.563229 type=3 code=54 value=1699
/dev/input/event3 2973590.563229 type=0 code=0 value=0
/dev/input/event3 2973590.568691 type=3 code=53 value=355
/dev/input/event3 2973590.568691 type=3 code=54 value=1690
/dev/input/event3 2973590.568691 type=0 code=0 value=0
/dev/input/event3 2973590.573863 type=3 code=53 value=353
/dev/input/event3 2973590.573863 type=3 code=54 value=1679
/dev/input/event3 2973590.573863 type=0 code=0 value=0
/dev/input/event3 2973590.579365 type=3 code=53 value=352
/dev/input/event3 2973590.579365 type=3 code=54 value=1669
/dev/input/event3 2973590.579365 type=0 code=0 value=0
/dev/input/event3 2973590.584756 type=3 code=53 value=350
/dev/input/event3 2973590.584756 type=3 code=54 value=1657
/dev/input/event3 2973590.584756 type=0 code=0 value=0
/dev/input/event3 2973590.590014 type=3 code=53 value=349
/dev/input/event3 2973590.590014 type=3 code=54 value=1644
/dev/input/event3 2973590.590014 type=0 code=0 value=0
/dev/input/event3 2973590.595311 type=3 code=53 value=347
/dev/input/event3 2973590.595311 type=3 code=54 value=1629
/dev/input/event3 2973590.595311 type=0 code=0 value=0
/dev/input/event3 2973590.600641 type=3 code=53 value=346
/dev/input/event3 2973590.600641 type=3 code=54 value=1613
/dev/input/event3 2973590.600641 type=0 code=0 value=0
/dev/input/event3 2973590.606163 type=3 code=53 value=345
/dev/input/event3 2973590.606163 type=3 code=54 value=1597
/dev/input/event3 2973590.606163 type=0 code=0 value=0
/dev/input/event3 2973590.611530 type=3 code=53 value=343
/dev/input/event3 2973590.611530 type=3 code=54 value=1579
/dev/input/event3 2973590.611530 type=0 code=0 value=0
/dev/input/event3 2973590.616953 type=3 code=53 value=342
/dev/input/event3 2973590.616953 type=3 code=54 value=1559
/dev/input/event3 2973590.616953 type=0 code=0 value=0
/dev/input/event3 2973590.622435 type=3 code=53 value=341
/dev/input/event3 2973590.622435 type=3 code=54 value=1539
/dev/input/event3 2973590.622435 type=0 code=0 value=0
/dev/input/event3 2973590.627856 type=3 code=54 value=1519
/dev/input/event3 2973590.627856 type=0 code=0 value=0
/dev/input/event3 2973590.633347 type=3 code=53 value=339
/dev/input/event3 2973590.633347 type=3 code=54 value=1495
/dev/input/event3 2973590.633347 type=0 code=0 value=0
/dev/input/event3 2973590.638520 type=3 code=53 value=338
/dev/input/event3 2973590.638520 type=3 code=54 value=1473
/dev/input/event3 2973590.638520 type=0 code=0 value=0
/dev/input/event3 2973590.644092 type=3 code=54 value=1451
/dev/input/event3 2973590.644092 type=0 code=0 value=0
/dev/input/event3 2973590.649256 type=3 code=53 value=337
/dev/input/event3 2973590.649256 type=3 code=54 value=1428
/dev/input/event3 2973590.649256 type=0 code=0 value=0
/dev/input/event3 2973590.654651 type=3 code=53 value=336
/dev/input/event3 2973590.654651 type=3 code=54 value=1403
/dev/input/event3 2973590.654651 type=0 code=0 value=0
/dev/input/event3 2973590.660156 type=3 code=53 value=335
/dev/input/event3 2973590.660156 type=3 code=54 value=1378
/dev/input/event3 2973590.660156 type=0 code=0 value=0
/dev/input/event3 2973590.665425 type=3 code=53 value=333
/dev/input/event3 2973590.665425 type=3 code=54 value=1352
/dev/input/event3 2973590.665425 type=0 code=0 value=0
/dev/input/event3 2973590.670769 type=3 code=53 value=332
/dev/input/event3 2973590.670769 type=3 code=54 value=1327
/dev/input/event3 2973590.670769 type=0 code=0 value=0
/dev/input/event3 2973590.676454 type=3 code=53 value=331
/dev/input/event3 2973590.676454 type=3 code=54 value=1302
/dev/input/event3 2973590.676454 type=0 code=0 value=0
/dev/input/event3 2973590.681483 type=3 code=53 value=330
/dev/input/event3 2973590.681483 type=3 code=54 value=1275
/dev/input/event3 2973590.681483 type=0 code=0 value=0
/dev/input/event3 2973590.687171 type=3 code=53 value=329
/dev/input/event3 2973590.687171 type=3 code=54 value=1249
/dev/input/event3 2973590.687171 type=0 code=0 value=0
/dev/input/event3 2973590.692367 type=3 code=54 value=1223
/dev/input/event3 2973590.692367 type=0 code=0 value=0
/dev/input/event3 2973590.697960 type=3 code=53 value=328
/dev/input/event3 2973590.697960 type=3 code=54 value=1199
/dev/input/event3 2973590.697960 type=0 code=0 value=0
/dev/input/event3 2973590.703308 type=3 code=53 value=327
/dev/input/event3 2973590.703308 type=3 code=54 value=1174
/dev/input/event3 2973590.703308 type=0 code=0 value=0
/dev/input/event3 2973590.708778 type=3 code=54 value=1151
/dev/input/event3 2973590.708778 type=0 code=0 value=0
/dev/input/event3 2973590.714076 type=3 code=53 value=326
/dev/input/event3 2973590.714076 type=3 code=54 value=1127
/dev/input/event3 2973590.714076 type=0 code=0 value=0
/dev/input/event3 2973590.719296 type=3 code=53 value=325
/dev/input/event3 2973590.719296 type=3 code=54 value=1102
/dev/input/event3 2973590.719296 type=0 code=0 value=0
/dev/input/event3 2973590.724836 type=3 code=53 value=324
/dev/input/event3 2973590.724836 type=3 code=54 value=1078
/dev/input/event3 2973590.724836 type=0 code=0 value=0
/dev/input/event3 2973590.730084 type=3 code=53 value=323
/dev/input/event3 2973590.730084 type=3 code=54 value=1055
/dev/input/event3 2973590.730084 type=0 code=0 value=0
/dev/input/event3 2973590.735756 type=3 code=54 value=1032
/dev/input/event3 2973590.735756 type=0 code=0 value=0
/dev/input/event3 2973590.741041 type=3 code=54 value=1011
/dev/input/event3 2973590.741041 type=0 code=0 value=0
/dev/input/event3 2973590.746571 type=3 code=53 value=322
/dev/input/event3 2973590.746571 type=3 code=54 value=989
/dev/input/event3 2973590.746571 type=0 code=0 value=0
/dev/input/event3 2973590.752018 type=3 code=54 value=967
/dev/input/event3 2973590.752018 type=0 code=0 value=0
/dev/input/event3 2973590.757414 type=3 code=54 value=945
/dev/input/event3 2973590.757414 type=0 code=0 value=0
/dev/input/event3 2973590.762722 type=3 code=53 value=321
/dev/input/event3 2973590.762722 type=3 code=54 value=923
/dev/input/event3 2973590.762722 type=0 code=0 value=0
/dev/input/event3 2973590.767963 type=3 code=53 value=320
/dev/input/event3 2973590.767963 type=3 code=54 value=902
/dev/input/event3 2973590.767963 type=0 code=0 value=0
/dev/input/event3 2973590.773327 type=3 code=53 value=319
/dev/input/event3 2973590.773327 type=3 code=54 value=881
/dev/input/event3 2973590.773327 type=0 code=0 value=0
/dev/input/event3 2973590.778869 type=3 code=54 value=860
/dev/input/event3 2973590.778869 type=0 code=0 value=0
/dev/input/event3 2973590.784265 type=3 code=53 value=318
/dev/input/event3 2973590.784265 type=3 code=54 value=840
/dev/input/event3 2973590.784265 type=0 code=0 value=0
/dev/input/event3 2973590.789301 type=3 code=53 value=317
/dev/input/event3 2973590.789301 type=3 code=54 value=821
/dev/input/event3 2973590.789301 type=0 code=0 value=0
/dev/input/event3 2973590.794808 type=3 code=53 value=316
/dev/input/event3 2973590.794808 type=3 code=54 value=803
/dev/input/event3 2973590.794808 type=0 code=0 value=0
/dev/input/event3 2973590.800440 type=3 code=54 value=785
/dev/input/event3 2973590.800440 type=0 code=0 value=0
/dev/input/event3 2973590.805663 type=3 code=53 value=315
/dev/input/event3 2973590.805663 type=3 code=54 value=769
/dev/input/event3 2973590.805663 type=0 code=0 value=0
/dev/input/event3 2973590.811074 type=3 code=53 value=314
/dev/input/event3 2973590.811074 type=3 code=54 value=754
/dev/input/event3 2973590.811074 type=0 code=0 value=0
/dev/input/event3 2973590.816655 type=3 code=54 value=740
/dev/input/event3 2973590.816655 type=0 code=0 value=0
/dev/input/event3 2973590.822072 type=3 code=54 value=727
/dev/input/event3 2973590.822072 type=0 code=0 value=0
/dev/input/event3 2973590.827304 type=3 code=53 value=315
/dev/input/event3 2973590.827304 type=3 code=54 value=716
/dev/input/event3 2973590.827304 type=0 code=0 value=0
/dev/input/event3 2973590.832519 type=3 code=54 value=705
/dev/input/event3 2973590.832519 type=0 code=0 value=0
/dev/input/event3 2973590.838283 type=3 code=53 value=316
/dev/input/event3 2973590.838283 type=3 code=54 value=697
/dev/input/event3 2973590.838283 type=0 code=0 value=0
/dev/input/event3 2973590.843557 type=3 code=54 value=689
/dev/input/event3 2973590.843557 type=0 code=0 value=0
/dev/input/event3 2973590.848749 type=3 code=54 value=683
/dev/input/event3 2973590.848749 type=0 code=0 value=0
/dev/input/event3 2973590.854102 type=3 code=54 value=682
/dev/input/event3 2973590.854102 type=0 code=0 value=0
/dev/input/event3 2973590.859791 type=3 code=53 value=317
/dev/input/event3 2973590.859791 type=3 code=54 value=681
/dev/input/event3 2973590.859791 type=0 code=0 value=0
/dev/input/event3 2973590.865193 type=3 code=54 value=679
/dev/input/event3 2973590.865193 type=0 code=0 value=0
/dev/input/event3 2973590.870578 type=3 code=54 value=678
/dev/input/event3 2973590.870578 type=0 code=0 value=0
/dev/input/event3 2973590.875853 type=3 code=54 value=677
/dev/input/event3 2973590.875853 type=0 code=0 value=0
/dev/input/event3 2973590.881105 type=3 code=53 value=318
/dev/input/event3 2973590.881105 type=3 code=54 value=676
/dev/input/event3 2973590.881105 type=0 code=0 value=0
/dev/input/event3 2973590.891873 type=3 code=54 value=675
/dev/input/event3 2973590.891873 type=0 code=0 value=0
/dev/input/event3 2973590.897491 type=3 code=53 value=319
/dev/input/event3 2973590.897491 type=0 code=0 value=0
/dev/input/event3 2973590.908202 type=3 code=54 value=676
/dev/input/event3 2973590.908202 type=0 code=0 value=0
/dev/input/event3 2973590.913655 type=3 code=53 value=321
/dev/input/event3 2973590.913655 type=3 code=54 value=680
/dev/input/event3 2973590.913655 type=0 code=0 value=0
/dev/input/event3 2973590.919051 type=3 code=53 value=324
/dev/input/event3 2973590.919051 type=3 code=54 value=689
/dev/input/event3 2973590.919051 type=0 code=0 value=0
/dev/input/event3 2973590.924294 type=3 code=53 value=326
/dev/input/event3 2973590.924294 type=3 code=54 value=700
/dev/input/event3 2973590.924294 type=0 code=0 value=0
/dev/input/event3 2973590.929766 type=3 code=53 value=328
/dev/input/event3 2973590.929766 type=3 code=54 value=710
/dev/input/event3 2973590.929766 type=0 code=0 value=0
/dev/input/event3 2973590.935299 type=3 code=53 value=331
/dev/input/event3 2973590.935299 type=3 code=54 value=725
/dev/input/event3 2973590.935299 type=0 code=0 value=0
/dev/input/event3 2973590.940379 type=3 code=53 value=333
/dev/input/event3 2973590.940379 type=3 code=54 value=741
/dev/input/event3 2973590.940379 type=0 code=0 value=0
/dev/input/event3 2973590.945900 type=3 code=53 value=335
/dev/input/event3 2973590.945900 type=3 code=54 value=756
/dev/input/event3 2973590.945900 type=0 code=0 value=0
/dev/input/event3 2973590.951255 type=3 code=53 value=338
/dev/input/event3 2973590.951255 type=3 code=54 value=775
/dev/input/event3 2973590.951255 type=0 code=0 value=0
/dev/input/event3 2973590.956519 type=3 code=53 value=339
/dev/input/event3 2973590.956519 type=3 code=54 value=795
/dev/input/event3 2973590.956519 type=0 code=0 value=0
/dev/input/event3 2973590.962140 type=3 code=53 value=342
/dev/input/event3 2973590.962140 type=3 code=54 value=817
/dev/input/event3 2973590.962140 type=0 code=0 value=0
/dev/input/event3 2973590.967634 type=3 code=53 value=344
/dev/input/event3 2973590.967634 type=3 code=54 value=838
/dev/input/event3 2973590.967634 type=0 code=0 value=0
/dev/input/event3 2973590.972948 type=3 code=53 value=346
/dev/input/event3 2973590.972948 type=3 code=54 value=860
/dev/input/event3 2973590.972948 type=0 code=0 value=0
/dev/input/event3 2973590.978412 type=3 code=53 value=347
/dev/input/event3 2973590.978412 type=3 code=54 value=883
/dev/input/event3 2973590.978412 type=0 code=0 value=0
/dev/input/event3 2973590.983778 type=3 code=53 value=349
/dev/input/event3 2973590.983778 type=3 code=54 value=908
/dev/input/event3 2973590.983778 type=0 code=0 value=0
/dev/input/event3 2973590.988800 type=3 code=53 value=352
/dev/input/event3 2973590.988800 type=3 code=54 value=933
/dev/input/event3 2973590.988800 type=0 code=0 value=0
/dev/input/event3 2973590.994202 type=3 code=53 value=353
/dev/input/event3 2973590.994202 type=3 code=54 value=960
/dev/input/event3 2973590.994202 type=0 code=0 value=0
/dev/input/event3 2973590.999409 type=3 code=53 value=356
/dev/input/event3 2973590.999409 type=3 code=54 value=985
/dev/input/event3 2973590.999409 type=0 code=0 value=0
/dev/input/event3 2973591.005141 type=3 code=53 value=357
/dev/input/event3 2973591.005141 type=3 code=54 value=1014
/dev/input/event3 2973591.005141 type=0 code=0 value=0
/dev/input/event3 2973591.010415 type=3 code=53 value=359
/dev/input/event3 2973591.010415 type=3 code=54 value=1042
/dev/input/event3 2973591.010415 type=0 code=0 value=0
/dev/input/event3 2973591.015690 type=3 code=53 value=361
/dev/input/event3 2973591.015690 type=3 code=54 value=1069
/dev/input/event3 2973591.015690 type=0 code=0 value=0
/dev/input/event3 2973591.021476 type=3 code=53 value=362
/dev/input/event3 2973591.021476 type=3 code=54 value=1100
/dev/input/event3 2973591.021476 type=0 code=0 value=0
/dev/input/event3 2973591.026583 type=3 code=53 value=364
/dev/input/event3 2973591.026583 type=3 code=54 value=1127
/dev/input/event3 2973591.026583 type=0 code=0 value=0
/dev/input/event3 2973591.032058 type=3 code=53 value=365
/dev/input/event3 2973591.032058 type=3 code=54 value=1158
/dev/input/event3 2973591.032058 type=0 code=0 value=0
/dev/input/event3 2973591.037498 type=3 code=53 value=367
/dev/input/event3 2973591.037498 type=3 code=54 value=1188
/dev/input/event3 2973591.037498 type=0 code=0 value=0
/dev/input/event3 2973591.042730 type=3 code=54 value=1220
/dev/input/event3 2973591.042730 type=0 code=0 value=0
/dev/input/event3 2973591.048243 type=3 code=53 value=368
/dev/input/event3 2973591.048243 type=3 code=54 value=1255
/dev/input/event3 2973591.048243 type=0 code=0 value=0
/dev/input/event3 2973591.053813 type=3 code=53 value=367
/dev/input/event3 2973591.053813 type=3 code=54 value=1294
/dev/input/event3 2973591.053813 type=0 code=0 value=0
/dev/input/event3 2973591.059115 type=3 code=54 value=1329
/dev/input/event3 2973591.059115 type=0 code=0 value=0
/dev/input/event3 2973591.064562 type=3 code=54 value=1370
/dev/input/event3 2973591.064562 type=0 code=0 value=0
/dev/input/event3 2973591.069891 type=3 code=53 value=366
/dev/input/event3 2973591.069891 type=3 code=54 value=1414
/dev/input/event3 2973591.069891 type=0 code=0 value=0
/dev/input/event3 2973591.075137 type=3 code=53 value=363
/dev/input/event3 2973591.075137 type=3 code=54 value=1456
/dev/input/event3 2973591.075137 type=0 code=0 value=0
/dev/input/event3 2973591.080637 type=3 code=53 value=360
/dev/input/event3 2973591.080637 type=3 code=54 value=1492
/dev/input/event3 2973591.080637 type=0 code=0 value=0
/dev/input/event3 2973591.086099 type=3 code=54 value=1532
/dev/input/event3 2973591.086099 type=0 code=0 value=0
/dev/input/event3 2973591.091407 type=3 code=53 value=356
/dev/input/event3 2973591.091407 type=3 code=54 value=1581
/dev/input/event3 2973591.091407 type=0 code=0 value=0
/dev/input/event3 2973591.096941 type=3 code=53 value=351
/dev/input/event3 2973591.096941 type=3 code=54 value=1620
/dev/input/event3 2973591.096941 type=0 code=0 value=0
/dev/input/event3 2973591.102183 type=3 code=53 value=349
/dev/input/event3 2973591.102183 type=3 code=54 value=1656
/dev/input/event3 2973591.102183 type=0 code=0 value=0
/dev/input/event3 2973591.107440 type=3 code=53 value=348
/dev/input/event3 2973591.107440 type=3 code=54 value=1687
/dev/input/event3 2973591.107440 type=0 code=0 value=0
/dev/input/event3 2973591.112929 type=3 code=53 value=345
/dev/input/event3 2973591.112929 type=3 code=54 value=1729
/dev/input/event3 2973591.112929 type=0 code=0 value=0
/dev/input/event3 2973591.118510 type=3 code=53 value=342
/dev/input/event3 2973591.118510 type=3 code=54 value=1762
/dev/input/event3 2973591.118510 type=0 code=0 value=0
/dev/input/event3 2973591.123754 type=3 code=54 value=1793
/dev/input/event3 2973591.123754 type=0 code=0 value=0
/dev/input/event3 2973591.129307 type=3 code=53 value=340
/dev/input/event3 2973591.129307 type=3 code=54 value=1822
/dev/input/event3 2973591.129307 type=0 code=0 value=0
/dev/input/event3 2973591.134554 type=3 code=53 value=339
/dev/input/event3 2973591.134554 type=3 code=54 value=1849
/dev/input/event3 2973591.134554 type=0 code=0 value=0
/dev/input/event3 2973591.139905 type=3 code=54 value=1871
/dev/input/event3 2973591.139905 type=0 code=0 value=0
/dev/input/event3 2973591.145213 type=3 code=54 value=1890
/dev/input/event3 2973591.145213 type=0 code=0 value=0
/dev/input/event3 2973591.150752 type=3 code=54 value=1907
/dev/input/event3 2973591.150752 type=0 code=0 value=0
/dev/input/event3 2973591.156147 type=3 code=54 value=1920
/dev/input/event3 2973591.156147 type=0 code=0 value=0
/dev/input/event3 2973591.161608 type=3 code=54 value=1930
/dev/input/event3 2973591.161608 type=0 code=0 value=0
/dev/input/event3 2973591.166809 type=3 code=54 value=1939
/dev/input/event3 2973591.166809 type=0 code=0 value=0
/dev/input/event3 2973591.172370 type=3 code=54 value=1944
/dev/input/event3 2973591.172370 type=0 code=0 value=0
/dev/input/event3 2973591.177773 type=3 code=54 value=1948
/dev/input/event3 2973591.177773 type=0 code=0 value=0
/dev/input/event3 2973591.183023 type=3 code=53 value=340
/dev/input/event3 2973591.183023 type=3 code=54 value=1949
/dev/input/event3 2973591.183023 type=0 code=0 value=0
/dev/input/event3 2973591.220706 type=3 code=54 value=1948
/dev/input/event3 2973591.220706 type=0 code=0 value=0
/dev/input/event3 2973591.226585 type=3 code=53 value=339
/dev/input/event3 2973591.226585 type=3 code=54 value=1943
/dev/input/event3 2973591.226585 type=0 code=0 value=0
/dev/input/event3 2973591.231544 type=3 code=54 value=1933
/dev/input/event3 2973591.231544 type=0 code=0 value=0
/dev/input/event3 2973591.237136 type=3 code=53 value=338
/dev/input/event3 2973591.237136 type=3 code=54 value=1919
/dev/input/event3 2973591.237136 type=0 code=0 value=0
/dev/input/event3 2973591.242432 type=3 code=53 value=337
/dev/input/event3 2973591.242432 type=3 code=54 value=1904
/dev/input/event3 2973591.242432 type=0 code=0 value=0
/dev/input/event3 2973591.247826 type=3 code=54 value=1890
/dev/input/event3 2973591.247826 type=0 code=0 value=0
/dev/input/event3 2973591.253075 type=3 code=53 value=335
/dev/input/event3 2973591.253075 type=3 code=54 value=1874
/dev/input/event3 2973591.253075 type=0 code=0 value=0
/dev/input/event3 2973591.258605 type=3 code=54 value=1858
/dev/input/event3 2973591.258605 type=0 code=0 value=0
/dev/input/event3 2973591.264024 type=3 code=53 value=334
/dev/input/event3 2973591.264024 type=3 code=54 value=1839
/dev/input/event3 2973591.264024 type=0 code=0 value=0
/dev/input/event3 2973591.269303 type=3 code=53 value=333
/dev/input/event3 2973591.269303 type=3 code=54 value=1820
/dev/input/event3 2973591.269303 type=0 code=0 value=0
/dev/input/event3 2973591.274588 type=3 code=53 value=332
/dev/input/event3 2973591.274588 type=3 code=54 value=1800
/dev/input/event3 2973591.274588 type=0 code=0 value=0
/dev/input/event3 2973591.280061 type=3 code=53 value=331
/dev/input/event3 2973591.280061 type=3 code=54 value=1779
/dev/input/event3 2973591.280061 type=0 code=0 value=0
/dev/input/event3 2973591.285577 type=3 code=54 value=1758
/dev/input/event3 2973591.285577 type=0 code=0 value=0
/dev/input/event3 2973591.290947 type=3 code=53 value=330
/dev/input/event3 2973591.290947 type=3 code=54 value=1737
/dev/input/event3 2973591.290947 type=0 code=0 value=0
/dev/input/event3 2973591.296321 type=3 code=53 value=329
/dev/input/event3 2973591.296321 type=3 code=54 value=1716
/dev/input/event3 2973591.296321 type=0 code=0 value=0
/dev/input/event3 2973591.301589 type=3 code=54 value=1693
/dev/input/event3 2973591.301589 type=0 code=0 value=0
/dev/input/event3 2973591.307135 type=3 code=54 value=1671
/dev/input/event3 2973591.307135 type=0 code=0 value=0
/dev/input/event3 2973591.312565 type=3 code=54 value=1650
/dev/input/event3 2973591.312565 type=0 code=0 value=0
/dev/input/event3 2973591.317975 type=3 code=54 value=1627
/dev/input/event3 2973591.317975 type=0 code=0 value=0
/dev/input/event3 2973591.323401 type=3 code=54 value=1604
/dev/input/event3 2973591.323401 type=0 code=0 value=0
