listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2972875.098227 type=0 code=0 value=0
/dev/input/event3 2972875.103798 type=3 code=54 value=865
/dev/input/event3 2972875.103798 type=0 code=0 value=0
/dev/input/event3 2972875.109225 type=3 code=53 value=243
/dev/input/event3 2972875.109225 type=3 code=54 value=864
/dev/input/event3 2972875.109225 type=0 code=0 value=0
/dev/input/event3 2972875.141329 type=3 code=54 value=865
/dev/input/event3 2972875.141329 type=0 code=0 value=0
/dev/input/event3 2972875.146823 type=3 code=53 value=244
/dev/input/event3 2972875.146823 type=3 code=54 value=866
/dev/input/event3 2972875.146823 type=0 code=0 value=0
/dev/input/event3 2972875.152417 type=3 code=53 value=245
/dev/input/event3 2972875.152417 type=3 code=54 value=867
/dev/input/event3 2972875.152417 type=0 code=0 value=0
/dev/input/event3 2972875.157735 type=3 code=53 value=248
/dev/input/event3 2972875.157735 type=3 code=54 value=873
/dev/input/event3 2972875.157735 type=0 code=0 value=0
/dev/input/event3 2972875.163216 type=3 code=53 value=253
/dev/input/event3 2972875.163216 type=3 code=54 value=881
/dev/input/event3 2972875.163216 type=0 code=0 value=0
/dev/input/event3 2972875.168287 type=3 code=53 value=260
/dev/input/event3 2972875.168287 type=3 code=54 value=894
/dev/input/event3 2972875.168287 type=0 code=0 value=0
/dev/input/event3 2972875.173611 type=3 code=53 value=269
/dev/input/event3 2972875.173611 type=3 code=54 value=906
/dev/input/event3 2972875.173611 type=0 code=0 value=0
/dev/input/event3 2972875.178628 type=3 code=57 value=-1
/dev/input/event3 2972875.178628 type=1 code=330 value=0
/dev/input/event3 2972875.178628 type=0 code=0 value=0
/dev/input/event3 2972875.301437 type=3 code=57 value=21
/dev/input/event3 2972875.301437 type=3 code=53 value=426
/dev/input/event3 2972875.301437 type=3 code=54 value=1455
/dev/input/event3 2972875.301437 type=1 code=330 value=1
/dev/input/event3 2972875.301437 type=0 code=0 value=0
/dev/input/event3 2972875.334280 type=3 code=53 value=424
/dev/input/event3 2972875.334280 type=3 code=54 value=1464
/dev/input/event3 2972875.334280 type=0 code=0 value=0
/dev/input/event3 2972875.339843 type=3 code=53 value=423
/dev/input/event3 2972875.339843 type=3 code=54 value=1469
/dev/input/event3 2972875.339843 type=0 code=0 value=0
/dev/input/event3 2972875.345038 type=3 code=53 value=422
/dev/input/event3 2972875.345038 type=3 code=54 value=1473
/dev/input/event3 2972875.345038 type=0 code=0 value=0
/dev/input/event3 2972875.350671 type=3 code=53 value=421
/dev/input/event3 2972875.350671 type=3 code=54 value=1475
/dev/input/event3 2972875.350671 type=0 code=0 value=0
/dev/input/event3 2972875.356072 type=3 code=54 value=1477
/dev/input/event3 2972875.356072 type=0 code=0 value=0
/dev/input/event3 2972875.361532 type=3 code=53 value=420
/dev/input/event3 2972875.361532 type=3 code=54 value=1479
/dev/input/event3 2972875.361532 type=0 code=0 value=0
/dev/input/event3 2972875.366750 type=3 code=53 value=419
/dev/input/event3 2972875.366750 type=3 code=54 value=1481
/dev/input/event3 2972875.366750 type=0 code=0 value=0
/dev/input/event3 2972875.372236 type=3 code=53 value=417
/dev/input/event3 2972875.372236 type=3 code=54 value=1484
/dev/input/event3 2972875.372236 type=0 code=0 value=0
/dev/input/event3 2972875.377481 type=3 code=53 value=416
/dev/input/event3 2972875.377481 type=3 code=54 value=1486
/dev/input/event3 2972875.377481 type=0 code=0 value=0
/dev/input/event3 2972875.383062 type=3 code=53 value=412
/dev/input/event3 2972875.383062 type=3 code=54 value=1487
/dev/input/event3 2972875.383062 type=0 code=0 value=0
/dev/input/event3 2972875.388353 type=3 code=53 value=409
/dev/input/event3 2972875.388353 type=3 code=54 value=1485
/dev/input/event3 2972875.388353 type=0 code=0 value=0
/dev/input/event3 2972875.393733 type=3 code=54 value=1484
/dev/input/event3 2972875.393733 type=0 code=0 value=0
/dev/input/event3 2972875.399039 type=3 code=53 value=408
/dev/input/event3 2972875.399039 type=3 code=54 value=1478
/dev/input/event3 2972875.399039 type=0 code=0 value=0
/dev/input/event3 2972875.404779 type=3 code=53 value=406
/dev/input/event3 2972875.404779 type=3 code=54 value=1468
/dev/input/event3 2972875.404779 type=0 code=0 value=0
/dev/input/event3 2972875.410021 type=3 code=53 value=403
/dev/input/event3 2972875.410021 type=3 code=54 value=1454
/dev/input/event3 2972875.410021 type=0 code=0 value=0
/dev/input/event3 2972875.415287 type=3 code=53 value=400
/dev/input/event3 2972875.415287 type=3 code=54 value=1437
/dev/input/event3 2972875.415287 type=0 code=0 value=0
/dev/input/event3 2972875.420632 type=3 code=53 value=397
/dev/input/event3 2972875.420632 type=3 code=54 value=1416
/dev/input/event3 2972875.420632 type=0 code=0 value=0
/dev/input/event3 2972875.425873 type=3 code=53 value=392
/dev/input/event3 2972875.425873 type=3 code=54 value=1392
/dev/input/event3 2972875.425873 type=0 code=0 value=0
/dev/input/event3 2972875.431516 type=3 code=53 value=386
/dev/input/event3 2972875.431516 type=3 code=54 value=1365
/dev/input/event3 2972875.431516 type=0 code=0 value=0
/dev/input/event3 2972875.436820 type=3 code=53 value=379
/dev/input/event3 2972875.436820 type=3 code=54 value=1335
/dev/input/event3 2972875.436820 type=0 code=0 value=0
/dev/input/event3 2972875.442113 type=3 code=53 value=370
/dev/input/event3 2972875.442113 type=3 code=54 value=1304
/dev/input/event3 2972875.442113 type=0 code=0 value=0
/dev/input/event3 2972875.447739 type=3 code=53 value=362
/dev/input/event3 2972875.447739 type=3 code=54 value=1273
/dev/input/event3 2972875.447739 type=0 code=0 value=0
/dev/input/event3 2972875.452959 type=3 code=53 value=353
/dev/input/event3 2972875.452959 type=3 code=54 value=1240
/dev/input/event3 2972875.452959 type=0 code=0 value=0
/dev/input/event3 2972875.458586 type=3 code=53 value=343
/dev/input/event3 2972875.458586 type=3 code=54 value=1207
/dev/input/event3 2972875.458586 type=0 code=0 value=0
/dev/input/event3 2972875.463668 type=3 code=53 value=333
/dev/input/event3 2972875.463668 type=3 code=54 value=1173
/dev/input/event3 2972875.463668 type=0 code=0 value=0
/dev/input/event3 2972875.469405 type=3 code=53 value=322
/dev/input/event3 2972875.469405 type=3 code=54 value=1139
/dev/input/event3 2972875.469405 type=0 code=0 value=0
/dev/input/event3 2972875.474513 type=3 code=53 value=310
/dev/input/event3 2972875.474513 type=3 code=54 value=1106
/dev/input/event3 2972875.474513 type=0 code=0 value=0
/dev/input/event3 2972875.479932 type=3 code=53 value=298
/dev/input/event3 2972875.479932 type=3 code=54 value=1071
/dev/input/event3 2972875.479932 type=0 code=0 value=0
/dev/input/event3 2972875.485292 type=3 code=53 value=285
/dev/input/event3 2972875.485292 type=3 code=54 value=1039
/dev/input/event3 2972875.485292 type=0 code=0 value=0
/dev/input/event3 2972875.490784 type=3 code=53 value=271
/dev/input/event3 2972875.490784 type=3 code=54 value=1008
/dev/input/event3 2972875.490784 type=0 code=0 value=0
/dev/input/event3 2972875.496060 type=3 code=53 value=255
/dev/input/event3 2972875.496060 type=3 code=54 value=976
/dev/input/event3 2972875.496060 type=0 code=0 value=0
/dev/input/event3 2972875.501439 type=3 code=53 value=243
/dev/input/event3 2972875.501439 type=3 code=54 value=945
/dev/input/event3 2972875.501439 type=0 code=0 value=0
/dev/input/event3 2972875.506769 type=3 code=53 value=229
/dev/input/event3 2972875.506769 type=3 code=54 value=917
/dev/input/event3 2972875.506769 type=0 code=0 value=0
/dev/input/event3 2972875.512217 type=3 code=53 value=215
/dev/input/event3 2972875.512217 type=3 code=54 value=891
/dev/input/event3 2972875.512217 type=0 code=0 value=0
/dev/input/event3 2972875.517486 type=3 code=53 value=204
/dev/input/event3 2972875.517486 type=3 code=54 value=869
/dev/input/event3 2972875.517486 type=0 code=0 value=0
/dev/input/event3 2972875.523005 type=3 code=53 value=196
/dev/input/event3 2972875.523005 type=3 code=54 value=849
/dev/input/event3 2972875.523005 type=0 code=0 value=0
/dev/input/event3 2972875.528491 type=3 code=53 value=191
/dev/input/event3 2972875.528491 type=3 code=54 value=834
/dev/input/event3 2972875.528491 type=0 code=0 value=0
/dev/input/event3 2972875.534123 type=3 code=53 value=187
/dev/input/event3 2972875.534123 type=3 code=54 value=821
/dev/input/event3 2972875.534123 type=0 code=0 value=0
/dev/input/event3 2972875.539556 type=3 code=53 value=185
/dev/input/event3 2972875.539556 type=3 code=54 value=811
/dev/input/event3 2972875.539556 type=0 code=0 value=0
/dev/input/event3 2972875.544916 type=3 code=53 value=186
/dev/input/event3 2972875.544916 type=3 code=54 value=804
/dev/input/event3 2972875.544916 type=0 code=0 value=0
/dev/input/event3 2972875.550306 type=3 code=54 value=799
/dev/input/event3 2972875.550306 type=0 code=0 value=0
/dev/input/event3 2972875.561113 type=3 code=53 value=187
/dev/input/event3 2972875.561113 type=0 code=0 value=0
/dev/input/event3 2972875.571810 type=3 code=53 value=195
/dev/input/event3 2972875.571810 type=3 code=54 value=801
/dev/input/event3 2972875.571810 type=0 code=0 value=0
/dev/input/event3 2972875.577274 type=3 code=53 value=206
/dev/input/event3 2972875.577274 type=3 code=54 value=806
/dev/input/event3 2972875.577274 type=0 code=0 value=0
/dev/input/event3 2972875.582351 type=3 code=57 value=-1
/dev/input/event3 2972875.582351 type=1 code=330 value=0
/dev/input/event3 2972875.582351 type=0 code=0 value=0
/dev/input/event3 2972875.646312 type=3 code=57 value=22
/dev/input/event3 2972875.646312 type=3 code=53 value=358
/dev/input/event3 2972875.646312 type=3 code=54 value=1063
/dev/input/event3 2972875.646312 type=1 code=330 value=1
/dev/input/event3 2972875.646312 type=0 code=0 value=0
/dev/input/event3 2972875.662795 type=3 code=53 value=369
/dev/input/event3 2972875.662795 type=3 code=54 value=1097
/dev/input/event3 2972875.662795 type=0 code=0 value=0
/dev/input/event3 2972875.668203 type=3 code=53 value=377
/dev/input/event3 2972875.668203 type=3 code=54 value=1123
/dev/input/event3 2972875.668203 type=0 code=0 value=0
/dev/input/event3 2972875.673743 type=3 code=53 value=382
/dev/input/event3 2972875.673743 type=3 code=54 value=1142
/dev/input/event3 2972875.673743 type=0 code=0 value=0
/dev/input/event3 2972875.679047 type=3 code=53 value=386
/dev/input/event3 2972875.679047 type=3 code=54 value=1159
/dev/input/event3 2972875.679047 type=0 code=0 value=0
/dev/input/event3 2972875.684419 type=3 code=53 value=389
/dev/input/event3 2972875.684419 type=3 code=54 value=1174
/dev/input/event3 2972875.684419 type=0 code=0 value=0
/dev/input/event3 2972875.689830 type=3 code=53 value=390
/dev/input/event3 2972875.689830 type=3 code=54 value=1189
/dev/input/event3 2972875.689830 type=0 code=0 value=0
/dev/input/event3 2972875.695210 type=3 code=53 value=391
/dev/input/event3 2972875.695210 type=3 code=54 value=1202
/dev/input/event3 2972875.695210 type=0 code=0 value=0
/dev/input/event3 2972875.700539 type=3 code=53 value=392
/dev/input/event3 2972875.700539 type=3 code=54 value=1214
/dev/input/event3 2972875.700539 type=0 code=0 value=0
/dev/input/event3 2972875.705895 type=3 code=53 value=393
/dev/input/event3 2972875.705895 type=3 code=54 value=1225
/dev/input/event3 2972875.705895 type=0 code=0 value=0
/dev/input/event3 2972875.711403 type=3 code=54 value=1235
/dev/input/event3 2972875.711403 type=0 code=0 value=0
/dev/input/event3 2972875.716774 type=3 code=54 value=1236
/dev/input/event3 2972875.716774 type=0 code=0 value=0
/dev/input/event3 2972875.722112 type=3 code=54 value=1242
/dev/input/event3 2972875.722112 type=0 code=0 value=0
/dev/input/event3 2972875.727602 type=3 code=54 value=1252
/dev/input/event3 2972875.727602 type=0 code=0 value=0
/dev/input/event3 2972875.733088 type=3 code=53 value=394
/dev/input/event3 2972875.733088 type=3 code=54 value=1263
/dev/input/event3 2972875.733088 type=0 code=0 value=0
/dev/input/event3 2972875.738230 type=3 code=54 value=1275
/dev/input/event3 2972875.738230 type=0 code=0 value=0
/dev/input/event3 2972875.743743 type=3 code=53 value=395
/dev/input/event3 2972875.743743 type=3 code=54 value=1285
/dev/input/event3 2972875.743743 type=0 code=0 value=0
/dev/input/event3 2972875.749256 type=3 code=54 value=1296
/dev/input/event3 2972875.749256 type=0 code=0 value=0
/dev/input/event3 2972875.754656 type=3 code=53 value=396
/dev/input/event3 2972875.754656 type=3 code=54 value=1307
/dev/input/event3 2972875.754656 type=0 code=0 value=0
/dev/input/event3 2972875.760070 type=3 code=54 value=1318
/dev/input/event3 2972875.760070 type=0 code=0 value=0
/dev/input/event3 2972875.765454 type=3 code=53 value=397
/dev/input/event3 2972875.765454 type=3 code=54 value=1329
/dev/input/event3 2972875.765454 type=0 code=0 value=0
/dev/input/event3 2972875.770903 type=3 code=54 value=1339
/dev/input/event3 2972875.770903 type=0 code=0 value=0
/dev/input/event3 2972875.776210 type=3 code=53 value=398
/dev/input/event3 2972875.776210 type=3 code=54 value=1349
/dev/input/event3 2972875.776210 type=0 code=0 value=0
/dev/input/event3 2972875.781646 type=3 code=54 value=1359
/dev/input/event3 2972875.781646 type=0 code=0 value=0
/dev/input/event3 2972875.787053 type=3 code=53 value=399
/dev/input/event3 2972875.787053 type=3 code=54 value=1369
/dev/input/event3 2972875.787053 type=0 code=0 value=0
/dev/input/event3 2972875.792501 type=3 code=54 value=1377
/dev/input/event3 2972875.792501 type=0 code=0 value=0
/dev/input/event3 2972875.797917 type=3 code=54 value=1385
/dev/input/event3 2972875.797917 type=0 code=0 value=0
/dev/input/event3 2972875.803320 type=3 code=54 value=1394
/dev/input/event3 2972875.803320 type=0 code=0 value=0
/dev/input/event3 2972875.808600 type=3 code=53 value=400
/dev/input/event3 2972875.808600 type=3 code=54 value=1402
/dev/input/event3 2972875.808600 type=0 code=0 value=0
/dev/input/event3 2972875.814024 type=3 code=54 value=1410
/dev/input/event3 2972875.814024 type=0 code=0 value=0
/dev/input/event3 2972875.819184 type=3 code=54 value=1418
/dev/input/event3 2972875.819184 type=0 code=0 value=0
/dev/input/event3 2972875.824849 type=3 code=54 value=1425
/dev/input/event3 2972875.824849 type=0 code=0 value=0
/dev/input/event3 2972875.830176 type=3 code=54 value=1431
/dev/input/event3 2972875.830176 type=0 code=0 value=0
/dev/input/event3 2972875.835511 type=3 code=54 value=1438
/dev/input/event3 2972875.835511 type=0 code=0 value=0
/dev/input/event3 2972875.840938 type=3 code=53 value=401
/dev/input/event3 2972875.840938 type=3 code=54 value=1443
/dev/input/event3 2972875.840938 type=0 code=0 value=0
/dev/input/event3 2972875.846449 type=3 code=54 value=1449
/dev/input/event3 2972875.846449 type=0 code=0 value=0
/dev/input/event3 2972875.851880 type=3 code=54 value=1454
/dev/input/event3 2972875.851880 type=0 code=0 value=0
/dev/input/event3 2972875.857234 type=3 code=54 value=1456
/dev/input/event3 2972875.857234 type=0 code=0 value=0
/dev/input/event3 2972875.862767 type=3 code=54 value=1459
/dev/input/event3 2972875.862767 type=0 code=0 value=0
/dev/input/event3 2972875.868230 type=3 code=54 value=1463
/dev/input/event3 2972875.868230 type=0 code=0 value=0
/dev/input/event3 2972875.873567 type=3 code=53 value=402
/dev/input/event3 2972875.873567 type=3 code=54 value=1466
/dev/input/event3 2972875.873567 type=0 code=0 value=0
/dev/input/event3 2972875.878899 type=3 code=54 value=1470
/dev/input/event3 2972875.878899 type=0 code=0 value=0
/dev/input/event3 2972875.884350 type=3 code=54 value=1473
/dev/input/event3 2972875.884350 type=0 code=0 value=0
/dev/input/event3 2972875.889655 type=3 code=53 value=403
/dev/input/event3 2972875.889655 type=3 code=54 value=1475
/dev/input/event3 2972875.889655 type=0 code=0 value=0
/dev/input/event3 2972875.894940 type=3 code=54 value=1477
/dev/input/event3 2972875.894940 type=0 code=0 value=0
/dev/input/event3 2972875.900370 type=3 code=54 value=1480
/dev/input/event3 2972875.900370 type=0 code=0 value=0
/dev/input/event3 2972875.905847 type=3 code=54 value=1481
/dev/input/event3 2972875.905847 type=0 code=0 value=0
/dev/input/event3 2972875.911213 type=3 code=54 value=1482
/dev/input/event3 2972875.911213 type=0 code=0 value=0
/dev/input/event3 2972875.916616 type=3 code=54 value=1483
/dev/input/event3 2972875.916616 type=0 code=0 value=0
/dev/input/event3 2972875.927349 type=3 code=54 value=1484
/dev/input/event3 2972875.927349 type=0 code=0 value=0
/dev/input/event3 2972875.932753 type=3 code=53 value=404
/dev/input/event3 2972875.932753 type=3 code=54 value=1485
/dev/input/event3 2972875.932753 type=0 code=0 value=0
/dev/input/event3 2972875.943444 type=3 code=54 value=1486
/dev/input/event3 2972875.943444 type=0 code=0 value=0
/dev/input/event3 2972875.954345 type=3 code=53 value=405
/dev/input/event3 2972875.954345 type=0 code=0 value=0
/dev/input/event3 2972875.981252 type=3 code=54 value=1482
/dev/input/event3 2972875.981252 type=0 code=0 value=0
/dev/input/event3 2972875.986869 type=3 code=54 value=1473
/dev/input/event3 2972875.986869 type=0 code=0 value=0
/dev/input/event3 2972875.992148 type=3 code=53 value=404
/dev/input/event3 2972875.992148 type=3 code=54 value=1461
/dev/input/event3 2972875.992148 type=0 code=0 value=0
/dev/input/event3 2972875.997646 type=3 code=53 value=403
/dev/input/event3 2972875.997646 type=3 code=54 value=1445
/dev/input/event3 2972875.997646 type=0 code=0 value=0
/dev/input/event3 2972876.002993 type=3 code=53 value=400
/dev/input/event3 2972876.002993 type=3 code=54 value=1426
/dev/input/event3 2972876.002993 type=0 code=0 value=0
/dev/input/event3 2972876.008486 type=3 code=53 value=397
/dev/input/event3 2972876.008486 type=3 code=54 value=1407
/dev/input/event3 2972876.008486 type=0 code=0 value=0
/dev/input/event3 2972876.013722 type=3 code=53 value=393
/dev/input/event3 2972876.013722 type=3 code=54 value=1388
/dev/input/event3 2972876.013722 type=0 code=0 value=0
/dev/input/event3 2972876.019280 type=3 code=53 value=387
/dev/input/event3 2972876.019280 type=3 code=54 value=1366
/dev/input/event3 2972876.019280 type=0 code=0 value=0
/dev/input/event3 2972876.024625 type=3 code=53 value=379
/dev/input/event3 2972876.024625 type=3 code=54 value=1341
/dev/input/event3 2972876.024625 type=0 code=0 value=0
/dev/input/event3 2972876.030014 type=3 code=53 value=372
/dev/input/event3 2972876.030014 type=3 code=54 value=1317
/dev/input/event3 2972876.030014 type=0 code=0 value=0
/dev/input/event3 2972876.035179 type=3 code=53 value=363
/dev/input/event3 2972876.035179 type=3 code=54 value=1290
/dev/input/event3 2972876.035179 type=0 code=0 value=0
/dev/input/event3 2972876.040889 type=3 code=53 value=353
/dev/input/event3 2972876.040889 type=3 code=54 value=1261
/dev/input/event3 2972876.040889 type=0 code=0 value=0
/dev/input/event3 2972876.046061 type=3 code=53 value=342
/dev/input/event3 2972876.046061 type=3 code=54 value=1231
/dev/input/event3 2972876.046061 type=0 code=0 value=0
/dev/input/event3 2972876.051419 type=3 code=53 value=330
/dev/input/event3 2972876.051419 type=3 code=54 value=1199
/dev/input/event3 2972876.051419 type=0 code=0 value=0
/dev/input/event3 2972876.056890 type=3 code=53 value=315
/dev/input/event3 2972876.056890 type=3 code=54 value=1167
/dev/input/event3 2972876.056890 type=0 code=0 value=0
/dev/input/event3 2972876.062227 type=3 code=53 value=299
/dev/input/event3 2972876.062227 type=3 code=54 value=1133
/dev/input/event3 2972876.062227 type=0 code=0 value=0
/dev/input/event3 2972876.067830 type=3 code=53 value=281
/dev/input/event3 2972876.067830 type=3 code=54 value=1100
/dev/input/event3 2972876.067830 type=0 code=0 value=0
/dev/input/event3 2972876.073144 type=3 code=53 value=263
/dev/input/event3 2972876.073144 type=3 code=54 value=1067
/dev/input/event3 2972876.073144 type=0 code=0 value=0
/dev/input/event3 2972876.078481 type=3 code=53 value=245
/dev/input/event3 2972876.078481 type=3 code=54 value=1036
/dev/input/event3 2972876.078481 type=0 code=0 value=0
/dev/input/event3 2972876.083782 type=3 code=53 value=228
/dev/input/event3 2972876.083782 type=3 code=54 value=1006
/dev/input/event3 2972876.083782 type=0 code=0 value=0
/dev/input/event3 2972876.089310 type=3 code=53 value=212
/dev/input/event3 2972876.089310 type=3 code=54 value=979
/dev/input/event3 2972876.089310 type=0 code=0 value=0
/dev/input/event3 2972876.094616 type=3 code=53 value=198
/dev/input/event3 2972876.094616 type=3 code=54 value=956
/dev/input/event3 2972876.094616 type=0 code=0 value=0
/dev/input/event3 2972876.100111 type=3 code=53 value=187
/dev/input/event3 2972876.100111 type=3 code=54 value=936
/dev/input/event3 2972876.100111 type=0 code=0 value=0
/dev/input/event3 2972876.105533 type=3 code=53 value=177
/dev/input/event3 2972876.105533 type=3 code=54 value=918
/dev/input/event3 2972876.105533 type=0 code=0 value=0
/dev/input/event3 2972876.110691 type=3 code=53 value=170
/dev/input/event3 2972876.110691 type=3 code=54 value=902
/dev/input/event3 2972876.110691 type=0 code=0 value=0
/dev/input/event3 2972876.116299 type=3 code=53 value=163
/dev/input/event3 2972876.116299 type=3 code=54 value=887
/dev/input/event3 2972876.116299 type=0 code=0 value=0
/dev/input/event3 2972876.121442 type=3 code=53 value=157
/dev/input/event3 2972876.121442 type=3 code=54 value=873
/dev/input/event3 2972876.121442 type=0 code=0 value=0
/dev/input/event3 2972876.126762 type=3 code=57 value=-1
/dev/input/event3 2972876.126762 type=1 code=330 value=0
/dev/input/event3 2972876.126762 type=0 code=0 value=0
/dev/input/event3 2972876.345282 type=3 code=57 value=23
/dev/input/event3 2972876.345282 type=3 code=53 value=385
/dev/input/event3 2972876.345282 type=3 code=54 value=1308
/dev/input/event3 2972876.345282 type=1 code=330 value=1
/dev/input/event3 2972876.345282 type=0 code=0 value=0
/dev/input/event3 2972876.415938 type=3 code=53 value=388
/dev/input/event3 2972876.415938 type=3 code=54 value=1314
/dev/input/event3 2972876.415938 type=0 code=0 value=0
/dev/input/event3 2972876.421300 type=3 code=53 value=391
/dev/input/event3 2972876.421300 type=3 code=54 value=1320
/dev/input/event3 2972876.421300 type=0 code=0 value=0
/dev/input/event3 2972876.426709 type=3 code=53 value=396
/dev/input/event3 2972876.426709 type=3 code=54 value=1329
/dev/input/event3 2972876.426709 type=0 code=0 value=0
/dev/input/event3 2972876.432108 type=3 code=53 value=403
/dev/input/event3 2972876.432108 type=3 code=54 value=1342
/dev/input/event3 2972876.432108 type=0 code=0 value=0
/dev/input/event3 2972876.437523 type=3 code=53 value=411
/dev/input/event3 2972876.437523 type=3 code=54 value=1359
/dev/input/event3 2972876.437523 type=0 code=0 value=0
/dev/input/event3 2972876.442746 type=3 code=53 value=420
/dev/input/event3 2972876.442746 type=3 code=54 value=1376
/dev/input/event3 2972876.442746 type=0 code=0 value=0
/dev/input/event3 2972876.448217 type=3 code=53 value=427
/dev/input/event3 2972876.448217 type=3 code=54 value=1393
/dev/input/event3 2972876.448217 type=0 code=0 value=0
/dev/input/event3 2972876.453736 type=3 code=53 value=434
/dev/input/event3 2972876.453736 type=3 code=54 value=1410
/dev/input/event3 2972876.453736 type=0 code=0 value=0
/dev/input/event3 2972876.459083 type=3 code=53 value=441
/dev/input/event3 2972876.459083 type=3 code=54 value=1428
/dev/input/event3 2972876.459083 type=0 code=0 value=0
/dev/input/event3 2972876.464406 type=3 code=53 value=448
/dev/input/event3 2972876.464406 type=3 code=54 value=1449
/dev/input/event3 2972876.464406 type=0 code=0 value=0
/dev/input/event3 2972876.469924 type=3 code=53 value=455
/dev/input/event3 2972876.469924 type=3 code=54 value=1471
/dev/input/event3 2972876.469924 type=0 code=0 value=0
/dev/input/event3 2972876.475169 type=3 code=53 value=461
/dev/input/event3 2972876.475169 type=3 code=54 value=1491
/dev/input/event3 2972876.475169 type=0 code=0 value=0
/dev/input/event3 2972876.480685 type=3 code=53 value=466
/dev/input/event3 2972876.480685 type=3 code=54 value=1511
/dev/input/event3 2972876.480685 type=0 code=0 value=0
/dev/input/event3 2972876.485990 type=3 code=53 value=469
/dev/input/event3 2972876.485990 type=3 code=54 value=1530
/dev/input/event3 2972876.485990 type=0 code=0 value=0
/dev/input/event3 2972876.491402 type=3 code=53 value=472
/dev/input/event3 2972876.491402 type=3 code=54 value=1549
/dev/input/event3 2972876.491402 type=0 code=0 value=0
/dev/input/event3 2972876.496620 type=3 code=53 value=475
/dev/input/event3 2972876.496620 type=3 code=54 value=1567
/dev/input/event3 2972876.496620 type=0 code=0 value=0
/dev/input/event3 2972876.502214 type=3 code=53 value=478
/dev/input/event3 2972876.502214 type=3 code=54 value=1585
/dev/input/event3 2972876.502214 type=0 code=0 value=0
/dev/input/event3 2972876.507676 type=3 code=53 value=479
/dev/input/event3 2972876.507676 type=3 code=54 value=1604
/dev/input/event3 2972876.507676 type=0 code=0 value=0
/dev/input/event3 2972876.512863 type=3 code=53 value=481
/dev/input/event3 2972876.512863 type=3 code=54 value=1622
/dev/input/event3 2972876.512863 type=0 code=0 value=0
/dev/input/event3 2972876.518407 type=3 code=53 value=482
/dev/input/event3 2972876.518407 type=3 code=54 value=1638
/dev/input/event3 2972876.518407 type=0 code=0 value=0
/dev/input/event3 2972876.523885 type=3 code=54 value=1652
/dev/input/event3 2972876.523885 type=0 code=0 value=0
/dev/input/event3 2972876.529212 type=3 code=54 value=1667
/dev/input/event3 2972876.529212 type=0 code=0 value=0
/dev/input/event3 2972876.534663 type=3 code=53 value=481
/dev/input/event3 2972876.534663 type=3 code=54 value=1680
/dev/input/event3 2972876.534663 type=0 code=0 value=0
/dev/input/event3 2972876.540046 type=3 code=53 value=480
/dev/input/event3 2972876.540046 type=3 code=54 value=1692
/dev/input/event3 2972876.540046 type=0 code=0 value=0
/dev/input/event3 2972876.545763 type=3 code=53 value=479
/dev/input/event3 2972876.545763 type=3 code=54 value=1702
/dev/input/event3 2972876.545763 type=0 code=0 value=0
/dev/input/event3 2972876.551114 type=3 code=53 value=478
/dev/input/event3 2972876.551114 type=3 code=54 value=1711
/dev/input/event3 2972876.551114 type=0 code=0 value=0
/dev/input/event3 2972876.556316 type=3 code=53 value=476
/dev/input/event3 2972876.556316 type=3 code=54 value=1718
/dev/input/event3 2972876.556316 type=0 code=0 value=0
/dev/input/event3 2972876.561528 type=3 code=53 value=474
/dev/input/event3 2972876.561528 type=3 code=54 value=1725
/dev/input/event3 2972876.561528 type=0 code=0 value=0
/dev/input/event3 2972876.567039 type=3 code=53 value=473
/dev/input/event3 2972876.567039 type=3 code=54 value=1730
/dev/input/event3 2972876.567039 type=0 code=0 value=0
/dev/input/event3 2972876.572395 type=3 code=53 value=471
/dev/input/event3 2972876.572395 type=3 code=54 value=1735
/dev/input/event3 2972876.572395 type=0 code=0 value=0
/dev/input/event3 2972876.577798 type=3 code=53 value=469
/dev/input/event3 2972876.577798 type=3 code=54 value=1740
/dev/input/event3 2972876.577798 type=0 code=0 value=0
/dev/input/event3 2972876.583092 type=3 code=53 value=467
/dev/input/event3 2972876.583092 type=3 code=54 value=1743
/dev/input/event3 2972876.583092 type=0 code=0 value=0
/dev/input/event3 2972876.588659 type=3 code=53 value=466
/dev/input/event3 2972876.588659 type=3 code=54 value=1745
/dev/input/event3 2972876.588659 type=0 code=0 value=0
/dev/input/event3 2972876.593929 type=3 code=53 value=465
/dev/input/event3 2972876.593929 type=3 code=54 value=1747
/dev/input/event3 2972876.593929 type=0 code=0 value=0
/dev/input/event3 2972876.599375 type=3 code=53 value=463
/dev/input/event3 2972876.599375 type=3 code=54 value=1748
/dev/input/event3 2972876.599375 type=0 code=0 value=0
/dev/input/event3 2972876.604810 type=3 code=53 value=462
/dev/input/event3 2972876.604810 type=0 code=0 value=0
/dev/input/event3 2972876.610146 type=3 code=53 value=461
/dev/input/event3 2972876.610146 type=0 code=0 value=0
/dev/input/event3 2972876.637185 type=3 code=54 value=1747
/dev/input/event3 2972876.637185 type=0 code=0 value=0
/dev/input/event3 2972876.642388 type=3 code=53 value=460
/dev/input/event3 2972876.642388 type=3 code=54 value=1746
/dev/input/event3 2972876.642388 type=0 code=0 value=0
/dev/input/event3 2972876.647860 type=3 code=54 value=1744
