listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2972878.156600 type=3 code=54 value=1339
/dev/input/event3 2972878.156600 type=0 code=0 value=0
/dev/input/event3 2972878.162101 type=3 code=53 value=409
/dev/input/event3 2972878.162101 type=3 code=54 value=1330
/dev/input/event3 2972878.162101 type=0 code=0 value=0
/dev/input/event3 2972878.167412 type=3 code=53 value=411
/dev/input/event3 2972878.167412 type=3 code=54 value=1319
/dev/input/event3 2972878.167412 type=0 code=0 value=0
/dev/input/event3 2972878.172705 type=3 code=53 value=412
/dev/input/event3 2972878.172705 type=3 code=54 value=1306
/dev/input/event3 2972878.172705 type=0 code=0 value=0
/dev/input/event3 2972878.178129 type=3 code=53 value=413
/dev/input/event3 2972878.178129 type=3 code=54 value=1290
/dev/input/event3 2972878.178129 type=0 code=0 value=0
/dev/input/event3 2972878.183671 type=3 code=53 value=415
/dev/input/event3 2972878.183671 type=3 code=54 value=1271
/dev/input/event3 2972878.183671 type=0 code=0 value=0
/dev/input/event3 2972878.188940 type=3 code=54 value=1252
/dev/input/event3 2972878.188940 type=0 code=0 value=0
/dev/input/event3 2972878.194364 type=3 code=54 value=1234
/dev/input/event3 2972878.194364 type=0 code=0 value=0
/dev/input/event3 2972878.199679 type=3 code=54 value=1214
/dev/input/event3 2972878.199679 type=0 code=0 value=0
/dev/input/event3 2972878.205037 type=3 code=54 value=1192
/dev/input/event3 2972878.205037 type=0 code=0 value=0
/dev/input/event3 2972878.210396 type=3 code=53 value=413
/dev/input/event3 2972878.210396 type=3 code=54 value=1170
/dev/input/event3 2972878.210396 type=0 code=0 value=0
/dev/input/event3 2972878.215719 type=3 code=54 value=1148
/dev/input/event3 2972878.215719 type=0 code=0 value=0
/dev/input/event3 2972878.221235 type=3 code=53 value=411
/dev/input/event3 2972878.221235 type=3 code=54 value=1125
/dev/input/event3 2972878.221235 type=0 code=0 value=0
/dev/input/event3 2972878.226715 type=3 code=53 value=409
/dev/input/event3 2972878.226715 type=3 code=54 value=1102
/dev/input/event3 2972878.226715 type=0 code=0 value=0
/dev/input/event3 2972878.231953 type=3 code=53 value=408
/dev/input/event3 2972878.231953 type=3 code=54 value=1078
/dev/input/event3 2972878.231953 type=0 code=0 value=0
/dev/input/event3 2972878.237464 type=3 code=53 value=407
/dev/input/event3 2972878.237464 type=3 code=54 value=1056
/dev/input/event3 2972878.237464 type=0 code=0 value=0
/dev/input/event3 2972878.242827 type=3 code=53 value=405
/dev/input/event3 2972878.242827 type=3 code=54 value=1034
/dev/input/event3 2972878.242827 type=0 code=0 value=0
/dev/input/event3 2972878.248272 type=3 code=53 value=404
/dev/input/event3 2972878.248272 type=3 code=54 value=1013
/dev/input/event3 2972878.248272 type=0 code=0 value=0
/dev/input/event3 2972878.253833 type=3 code=53 value=402
/dev/input/event3 2972878.253833 type=3 code=54 value=994
/dev/input/event3 2972878.253833 type=0 code=0 value=0
/dev/input/event3 2972878.259146 type=3 code=53 value=400
/dev/input/event3 2972878.259146 type=3 code=54 value=973
/dev/input/event3 2972878.259146 type=0 code=0 value=0
/dev/input/event3 2972878.264528 type=3 code=53 value=399
/dev/input/event3 2972878.264528 type=3 code=54 value=953
/dev/input/event3 2972878.264528 type=0 code=0 value=0
/dev/input/event3 2972878.269896 type=3 code=53 value=398
/dev/input/event3 2972878.269896 type=3 code=54 value=932
/dev/input/event3 2972878.269896 type=0 code=0 value=0
/dev/input/event3 2972878.275083 type=3 code=54 value=914
/dev/input/event3 2972878.275083 type=0 code=0 value=0
/dev/input/event3 2972878.280663 type=3 code=53 value=397
/dev/input/event3 2972878.280663 type=3 code=54 value=896
/dev/input/event3 2972878.280663 type=0 code=0 value=0
/dev/input/event3 2972878.286072 type=3 code=53 value=398
/dev/input/event3 2972878.286072 type=3 code=54 value=880
/dev/input/event3 2972878.286072 type=0 code=0 value=0
/dev/input/event3 2972878.291445 type=3 code=53 value=399
/dev/input/event3 2972878.291445 type=3 code=54 value=867
/dev/input/event3 2972878.291445 type=0 code=0 value=0
/dev/input/event3 2972878.296751 type=3 code=53 value=401
/dev/input/event3 2972878.296751 type=3 code=54 value=855
/dev/input/event3 2972878.296751 type=0 code=0 value=0
/dev/input/event3 2972878.302319 type=3 code=53 value=404
/dev/input/event3 2972878.302319 type=3 code=54 value=845
/dev/input/event3 2972878.302319 type=0 code=0 value=0
/dev/input/event3 2972878.307929 type=3 code=53 value=407
/dev/input/event3 2972878.307929 type=3 code=54 value=838
/dev/input/event3 2972878.307929 type=0 code=0 value=0
/dev/input/event3 2972878.313128 type=3 code=53 value=410
/dev/input/event3 2972878.313128 type=3 code=54 value=831
/dev/input/event3 2972878.313128 type=0 code=0 value=0
/dev/input/event3 2972878.318303 type=3 code=53 value=414
/dev/input/event3 2972878.318303 type=3 code=54 value=825
/dev/input/event3 2972878.318303 type=0 code=0 value=0
/dev/input/event3 2972878.323795 type=3 code=53 value=417
/dev/input/event3 2972878.323795 type=3 code=54 value=821
/dev/input/event3 2972878.323795 type=0 code=0 value=0
/dev/input/event3 2972878.329212 type=3 code=53 value=420
/dev/input/event3 2972878.329212 type=3 code=54 value=817
/dev/input/event3 2972878.329212 type=0 code=0 value=0
/dev/input/event3 2972878.334448 type=3 code=53 value=421
/dev/input/event3 2972878.334448 type=0 code=0 value=0
/dev/input/event3 2972878.339980 type=3 code=53 value=422
/dev/input/event3 2972878.339980 type=3 code=54 value=816
/dev/input/event3 2972878.339980 type=0 code=0 value=0
/dev/input/event3 2972878.345420 type=3 code=53 value=424
/dev/input/event3 2972878.345420 type=3 code=54 value=814
/dev/input/event3 2972878.345420 type=0 code=0 value=0
/dev/input/event3 2972878.350659 type=3 code=53 value=427
/dev/input/event3 2972878.350659 type=3 code=54 value=812
/dev/input/event3 2972878.350659 type=0 code=0 value=0
/dev/input/event3 2972878.356245 type=3 code=53 value=430
/dev/input/event3 2972878.356245 type=3 code=54 value=810
/dev/input/event3 2972878.356245 type=0 code=0 value=0
/dev/input/event3 2972878.361659 type=3 code=53 value=432
/dev/input/event3 2972878.361659 type=3 code=54 value=808
/dev/input/event3 2972878.361659 type=0 code=0 value=0
/dev/input/event3 2972878.367208 type=3 code=53 value=434
/dev/input/event3 2972878.367208 type=3 code=54 value=806
/dev/input/event3 2972878.367208 type=0 code=0 value=0
/dev/input/event3 2972878.372508 type=3 code=53 value=437
/dev/input/event3 2972878.372508 type=3 code=54 value=804
/dev/input/event3 2972878.372508 type=0 code=0 value=0
/dev/input/event3 2972878.377864 type=3 code=53 value=439
/dev/input/event3 2972878.377864 type=3 code=54 value=803
/dev/input/event3 2972878.377864 type=0 code=0 value=0
/dev/input/event3 2972878.383184 type=3 code=53 value=441
/dev/input/event3 2972878.383184 type=3 code=54 value=801
/dev/input/event3 2972878.383184 type=0 code=0 value=0
/dev/input/event3 2972878.388684 type=3 code=53 value=444
/dev/input/event3 2972878.388684 type=3 code=54 value=800
/dev/input/event3 2972878.388684 type=0 code=0 value=0
/dev/input/event3 2972878.393959 type=3 code=53 value=445
/dev/input/event3 2972878.393959 type=3 code=54 value=799
/dev/input/event3 2972878.393959 type=0 code=0 value=0
/dev/input/event3 2972878.399402 type=3 code=53 value=447
/dev/input/event3 2972878.399402 type=3 code=54 value=798
/dev/input/event3 2972878.399402 type=0 code=0 value=0
/dev/input/event3 2972878.404743 type=3 code=53 value=450
/dev/input/event3 2972878.404743 type=3 code=54 value=797
/dev/input/event3 2972878.404743 type=0 code=0 value=0
/dev/input/event3 2972878.410209 type=3 code=53 value=455
/dev/input/event3 2972878.410209 type=0 code=0 value=0
/dev/input/event3 2972878.414842 type=3 code=57 value=-1
/dev/input/event3 2972878.414842 type=1 code=330 value=0
/dev/input/event3 2972878.414842 type=0 code=0 value=0
/dev/input/event3 2972878.495120 type=3 code=57 value=26
/dev/input/event3 2972878.495120 type=3 code=53 value=635
/dev/input/event3 2972878.495120 type=3 code=54 value=827
/dev/input/event3 2972878.495120 type=1 code=330 value=1
/dev/input/event3 2972878.495120 type=0 code=0 value=0
/dev/input/event3 2972878.527947 type=3 code=53 value=653
/dev/input/event3 2972878.527947 type=3 code=54 value=824
/dev/input/event3 2972878.527947 type=0 code=0 value=0
/dev/input/event3 2972878.533367 type=3 code=53 value=672
/dev/input/event3 2972878.533367 type=3 code=54 value=821
/dev/input/event3 2972878.533367 type=0 code=0 value=0
/dev/input/event3 2972878.538796 type=3 code=53 value=692
/dev/input/event3 2972878.538796 type=3 code=54 value=817
/dev/input/event3 2972878.538796 type=0 code=0 value=0
/dev/input/event3 2972878.544139 type=3 code=53 value=707
/dev/input/event3 2972878.544139 type=3 code=54 value=812
/dev/input/event3 2972878.544139 type=0 code=0 value=0
/dev/input/event3 2972878.549564 type=3 code=53 value=719
/dev/input/event3 2972878.549564 type=3 code=54 value=809
/dev/input/event3 2972878.549564 type=0 code=0 value=0
/dev/input/event3 2972878.554868 type=3 code=53 value=729
/dev/input/event3 2972878.554868 type=3 code=54 value=804
/dev/input/event3 2972878.554868 type=0 code=0 value=0
/dev/input/event3 2972878.560283 type=3 code=53 value=737
/dev/input/event3 2972878.560283 type=3 code=54 value=801
/dev/input/event3 2972878.560283 type=0 code=0 value=0
/dev/input/event3 2972878.565630 type=3 code=53 value=740
/dev/input/event3 2972878.565630 type=3 code=54 value=800
/dev/input/event3 2972878.565630 type=0 code=0 value=0
/dev/input/event3 2972878.571153 type=3 code=53 value=746
/dev/input/event3 2972878.571153 type=3 code=54 value=798
/dev/input/event3 2972878.571153 type=0 code=0 value=0
/dev/input/event3 2972878.576311 type=3 code=53 value=754
/dev/input/event3 2972878.576311 type=3 code=54 value=795
/dev/input/event3 2972878.576311 type=0 code=0 value=0
/dev/input/event3 2972878.581867 type=3 code=53 value=764
/dev/input/event3 2972878.581867 type=3 code=54 value=792
/dev/input/event3 2972878.581867 type=0 code=0 value=0
/dev/input/event3 2972878.587263 type=3 code=53 value=773
/dev/input/event3 2972878.587263 type=3 code=54 value=790
/dev/input/event3 2972878.587263 type=0 code=0 value=0
/dev/input/event3 2972878.592653 type=3 code=53 value=781
/dev/input/event3 2972878.592653 type=3 code=54 value=788
/dev/input/event3 2972878.592653 type=0 code=0 value=0
/dev/input/event3 2972878.597879 type=3 code=53 value=789
/dev/input/event3 2972878.597879 type=3 code=54 value=785
/dev/input/event3 2972878.597879 type=0 code=0 value=0
/dev/input/event3 2972878.603246 type=3 code=53 value=798
/dev/input/event3 2972878.603246 type=3 code=54 value=782
/dev/input/event3 2972878.603246 type=0 code=0 value=0
/dev/input/event3 2972878.608570 type=3 code=53 value=807
/dev/input/event3 2972878.608570 type=3 code=54 value=780
/dev/input/event3 2972878.608570 type=0 code=0 value=0
/dev/input/event3 2972878.614232 type=3 code=53 value=815
/dev/input/event3 2972878.614232 type=3 code=54 value=777
/dev/input/event3 2972878.614232 type=0 code=0 value=0
/dev/input/event3 2972878.619564 type=3 code=53 value=825
/dev/input/event3 2972878.619564 type=3 code=54 value=774
/dev/input/event3 2972878.619564 type=0 code=0 value=0
/dev/input/event3 2972878.625041 type=3 code=53 value=834
/dev/input/event3 2972878.625041 type=3 code=54 value=771
/dev/input/event3 2972878.625041 type=0 code=0 value=0
/dev/input/event3 2972878.630265 type=3 code=53 value=843
/dev/input/event3 2972878.630265 type=3 code=54 value=768
/dev/input/event3 2972878.630265 type=0 code=0 value=0
/dev/input/event3 2972878.635868 type=3 code=53 value=851
/dev/input/event3 2972878.635868 type=3 code=54 value=765
/dev/input/event3 2972878.635868 type=0 code=0 value=0
/dev/input/event3 2972878.641204 type=3 code=53 value=859
/dev/input/event3 2972878.641204 type=3 code=54 value=762
/dev/input/event3 2972878.641204 type=0 code=0 value=0
/dev/input/event3 2972878.646608 type=3 code=53 value=866
/dev/input/event3 2972878.646608 type=3 code=54 value=758
/dev/input/event3 2972878.646608 type=0 code=0 value=0
/dev/input/event3 2972878.651921 type=3 code=53 value=874
/dev/input/event3 2972878.651921 type=3 code=54 value=756
/dev/input/event3 2972878.651921 type=0 code=0 value=0
/dev/input/event3 2972878.657220 type=3 code=53 value=881
/dev/input/event3 2972878.657220 type=3 code=54 value=753
/dev/input/event3 2972878.657220 type=0 code=0 value=0
/dev/input/event3 2972878.662647 type=3 code=53 value=888
/dev/input/event3 2972878.662647 type=3 code=54 value=751
/dev/input/event3 2972878.662647 type=0 code=0 value=0
/dev/input/event3 2972878.668124 type=3 code=53 value=896
/dev/input/event3 2972878.668124 type=3 code=54 value=750
/dev/input/event3 2972878.668124 type=0 code=0 value=0
/dev/input/event3 2972878.673559 type=3 code=53 value=904
/dev/input/event3 2972878.673559 type=3 code=54 value=749
/dev/input/event3 2972878.673559 type=0 code=0 value=0
/dev/input/event3 2972878.678911 type=3 code=53 value=912
/dev/input/event3 2972878.678911 type=0 code=0 value=0
/dev/input/event3 2972878.684159 type=3 code=53 value=920
/dev/input/event3 2972878.684159 type=0 code=0 value=0
/dev/input/event3 2972878.689745 type=3 code=53 value=928
/dev/input/event3 2972878.689745 type=3 code=54 value=750
/dev/input/event3 2972878.689745 type=0 code=0 value=0
/dev/input/event3 2972878.694963 type=3 code=53 value=939
/dev/input/event3 2972878.694963 type=3 code=54 value=752
/dev/input/event3 2972878.694963 type=0 code=0 value=0
/dev/input/event3 2972878.700403 type=3 code=53 value=949
/dev/input/event3 2972878.700403 type=3 code=54 value=754
/dev/input/event3 2972878.700403 type=0 code=0 value=0
/dev/input/event3 2972878.705813 type=3 code=53 value=958
/dev/input/event3 2972878.705813 type=3 code=54 value=756
/dev/input/event3 2972878.705813 type=0 code=0 value=0
/dev/input/event3 2972878.711318 type=3 code=53 value=967
/dev/input/event3 2972878.711318 type=3 code=54 value=758
/dev/input/event3 2972878.711318 type=0 code=0 value=0
/dev/input/event3 2972878.716537 type=3 code=53 value=975
/dev/input/event3 2972878.716537 type=3 code=54 value=761
/dev/input/event3 2972878.716537 type=0 code=0 value=0
/dev/input/event3 2972878.722056 type=3 code=53 value=983
/dev/input/event3 2972878.722056 type=3 code=54 value=764
/dev/input/event3 2972878.722056 type=0 code=0 value=0
/dev/input/event3 2972878.727342 type=3 code=53 value=992
/dev/input/event3 2972878.727342 type=3 code=54 value=767
/dev/input/event3 2972878.727342 type=0 code=0 value=0
/dev/input/event3 2972878.732767 type=3 code=53 value=1003
/dev/input/event3 2972878.732767 type=3 code=54 value=770
/dev/input/event3 2972878.732767 type=0 code=0 value=0
/dev/input/event3 2972878.738092 type=3 code=53 value=1011
/dev/input/event3 2972878.738092 type=3 code=54 value=774
/dev/input/event3 2972878.738092 type=0 code=0 value=0
/dev/input/event3 2972878.743478 type=3 code=53 value=1019
/dev/input/event3 2972878.743478 type=3 code=54 value=777
/dev/input/event3 2972878.743478 type=0 code=0 value=0
/dev/input/event3 2972878.748699 type=3 code=53 value=1026
/dev/input/event3 2972878.748699 type=3 code=54 value=781
/dev/input/event3 2972878.748699 type=0 code=0 value=0
/dev/input/event3 2972878.754191 type=3 code=53 value=1032
/dev/input/event3 2972878.754191 type=3 code=54 value=784
/dev/input/event3 2972878.754191 type=0 code=0 value=0
/dev/input/event3 2972878.759647 type=3 code=53 value=1038
/dev/input/event3 2972878.759647 type=3 code=54 value=787
/dev/input/event3 2972878.759647 type=0 code=0 value=0
/dev/input/event3 2972878.765068 type=3 code=53 value=1043
/dev/input/event3 2972878.765068 type=3 code=54 value=790
/dev/input/event3 2972878.765068 type=0 code=0 value=0
/dev/input/event3 2972878.770397 type=3 code=53 value=1047
/dev/input/event3 2972878.770397 type=3 code=54 value=792
/dev/input/event3 2972878.770397 type=0 code=0 value=0
/dev/input/event3 2972878.775740 type=3 code=53 value=1049
/dev/input/event3 2972878.775740 type=3 code=54 value=793
/dev/input/event3 2972878.775740 type=0 code=0 value=0
/dev/input/event3 2972878.781085 type=3 code=53 value=1052
/dev/input/event3 2972878.781085 type=3 code=54 value=795
/dev/input/event3 2972878.781085 type=0 code=0 value=0
/dev/input/event3 2972878.786547 type=3 code=53 value=1054
/dev/input/event3 2972878.786547 type=3 code=54 value=796
/dev/input/event3 2972878.786547 type=0 code=0 value=0
/dev/input/event3 2972878.791924 type=3 code=53 value=1056
/dev/input/event3 2972878.791924 type=3 code=54 value=798
/dev/input/event3 2972878.791924 type=0 code=0 value=0
/dev/input/event3 2972878.797297 type=3 code=53 value=1058
/dev/input/event3 2972878.797297 type=3 code=54 value=799
/dev/input/event3 2972878.797297 type=0 code=0 value=0
/dev/input/event3 2972878.802804 type=3 code=53 value=1060
/dev/input/event3 2972878.802804 type=3 code=54 value=800
/dev/input/event3 2972878.802804 type=0 code=0 value=0
/dev/input/event3 2972878.808026 type=3 code=53 value=1062
/dev/input/event3 2972878.808026 type=3 code=54 value=801
/dev/input/event3 2972878.808026 type=0 code=0 value=0
/dev/input/event3 2972878.813547 type=3 code=53 value=1065
/dev/input/event3 2972878.813547 type=3 code=54 value=803
/dev/input/event3 2972878.813547 type=0 code=0 value=0
/dev/input/event3 2972878.818786 type=3 code=57 value=-1
/dev/input/event3 2972878.818786 type=1 code=330 value=0
/dev/input/event3 2972878.818786 type=0 code=0 value=0
/dev/input/event3 2972880.230339 type=3 code=57 value=27
/dev/input/event3 2972880.230339 type=3 code=53 value=434
/dev/input/event3 2972880.230339 type=3 code=54 value=951
/dev/input/event3 2972880.230339 type=1 code=330 value=1
/dev/input/event3 2972880.230339 type=0 code=0 value=0
/dev/input/event3 2972880.306190 type=3 code=53 value=440
/dev/input/event3 2972880.306190 type=3 code=54 value=962
/dev/input/event3 2972880.306190 type=0 code=0 value=0
/dev/input/event3 2972880.311639 type=3 code=53 value=448
/dev/input/event3 2972880.311639 type=3 code=54 value=977
/dev/input/event3 2972880.311639 type=0 code=0 value=0
/dev/input/event3 2972880.316947 type=3 code=53 value=456
/dev/input/event3 2972880.316947 type=3 code=54 value=993
/dev/input/event3 2972880.316947 type=0 code=0 value=0
/dev/input/event3 2972880.322386 type=3 code=53 value=465
/dev/input/event3 2972880.322386 type=3 code=54 value=1008
/dev/input/event3 2972880.322386 type=0 code=0 value=0
/dev/input/event3 2972880.327810 type=3 code=53 value=471
/dev/input/event3 2972880.327810 type=3 code=54 value=1021
/dev/input/event3 2972880.327810 type=0 code=0 value=0
/dev/input/event3 2972880.333280 type=3 code=53 value=478
/dev/input/event3 2972880.333280 type=3 code=54 value=1032
/dev/input/event3 2972880.333280 type=0 code=0 value=0
/dev/input/event3 2972880.338627 type=3 code=53 value=481
/dev/input/event3 2972880.338627 type=3 code=54 value=1039
/dev/input/event3 2972880.338627 type=0 code=0 value=0
/dev/input/event3 2972880.344159 type=3 code=53 value=487
/dev/input/event3 2972880.344159 type=3 code=54 value=1051
/dev/input/event3 2972880.344159 type=0 code=0 value=0
/dev/input/event3 2972880.349448 type=3 code=53 value=494
/dev/input/event3 2972880.349448 type=3 code=54 value=1066
/dev/input/event3 2972880.349448 type=0 code=0 value=0
/dev/input/event3 2972880.354944 type=3 code=53 value=500
/dev/input/event3 2972880.354944 type=3 code=54 value=1081
/dev/input/event3 2972880.354944 type=0 code=0 value=0
/dev/input/event3 2972880.360285 type=3 code=53 value=508
/dev/input/event3 2972880.360285 type=3 code=54 value=1098
/dev/input/event3 2972880.360285 type=0 code=0 value=0
/dev/input/event3 2972880.365635 type=3 code=53 value=516
/dev/input/event3 2972880.365635 type=3 code=54 value=1117
/dev/input/event3 2972880.365635 type=0 code=0 value=0
/dev/input/event3 2972880.370886 type=3 code=53 value=523
/dev/input/event3 2972880.370886 type=3 code=54 value=1136
/dev/input/event3 2972880.370886 type=0 code=0 value=0
/dev/input/event3 2972880.376439 type=3 code=53 value=530
/dev/input/event3 2972880.376439 type=3 code=54 value=1155
/dev/input/event3 2972880.376439 type=0 code=0 value=0
/dev/input/event3 2972880.381688 type=3 code=53 value=537
/dev/input/event3 2972880.381688 type=3 code=54 value=1177
/dev/input/event3 2972880.381688 type=0 code=0 value=0
/dev/input/event3 2972880.387273 type=3 code=53 value=544
/dev/input/event3 2972880.387273 type=3 code=54 value=1201
/dev/input/event3 2972880.387273 type=0 code=0 value=0
/dev/input/event3 2972880.392664 type=3 code=53 value=552
/dev/input/event3 2972880.392664 type=3 code=54 value=1224
/dev/input/event3 2972880.392664 type=0 code=0 value=0
/dev/input/event3 2972880.398020 type=3 code=53 value=559
/dev/input/event3 2972880.398020 type=3 code=54 value=1247
/dev/input/event3 2972880.398020 type=0 code=0 value=0
/dev/input/event3 2972880.403452 type=3 code=53 value=567
/dev/input/event3 2972880.403452 type=3 code=54 value=1269
/dev/input/event3 2972880.403452 type=0 code=0 value=0
/dev/input/event3 2972880.408865 type=3 code=53 value=574
/dev/input/event3 2972880.408865 type=3 code=54 value=1290
/dev/input/event3 2972880.408865 type=0 code=0 value=0
/dev/input/event3 2972880.414166 type=3 code=53 value=580
/dev/input/event3 2972880.414166 type=3 code=54 value=1310
/dev/input/event3 2972880.414166 type=0 code=0 value=0
/dev/input/event3 2972880.419737 type=3 code=53 value=587
/dev/input/event3 2972880.419737 type=3 code=54 value=1329
/dev/input/event3 2972880.419737 type=0 code=0 value=0
/dev/input/event3 2972880.424911 type=3 code=53 value=593
/dev/input/event3 2972880.424911 type=3 code=54 value=1346
/dev/input/event3 2972880.424911 type=0 code=0 value=0
/dev/input/event3 2972880.430403 type=3 code=53 value=597
/dev/input/event3 2972880.430403 type=3 code=54 value=1361
/dev/input/event3 2972880.430403 type=0 code=0 value=0
/dev/input/event3 2972880.435781 type=3 code=53 value=601
/dev/input/event3 2972880.435781 type=3 code=54 value=1375
/dev/input/event3 2972880.435781 type=0 code=0 value=0
/dev/input/event3 2972880.441201 type=3 code=53 value=604
/dev/input/event3 2972880.441201 type=3 code=54 value=1387
/dev/input/event3 2972880.441201 type=0 code=0 value=0
/dev/input/event3 2972880.446586 type=3 code=53 value=607
/dev/input/event3 2972880.446586 type=3 code=54 value=1398
/dev/input/event3 2972880.446586 type=0 code=0 value=0
/dev/input/event3 2972880.452093 type=3 code=53 value=608
/dev/input/event3 2972880.452093 type=3 code=54 value=1407
/dev/input/event3 2972880.452093 type=0 code=0 value=0
/dev/input/event3 2972880.457447 type=3 code=53 value=609
/dev/input/event3 2972880.457447 type=3 code=54 value=1413
/dev/input/event3 2972880.457447 type=0 code=0 value=0
/dev/input/event3 2972880.462738 type=3 code=53 value=610
/dev/input/event3 2972880.462738 type=3 code=54 value=1419
/dev/input/event3 2972880.462738 type=0 code=0 value=0
/dev/input/event3 2972880.468164 type=3 code=53 value=611
/dev/input/event3 2972880.468164 type=3 code=54 value=1422
/dev/input/event3 2972880.468164 type=0 code=0 value=0
/dev/input/event3 2972880.473657 type=3 code=54 value=1424
/dev/input/event3 2972880.473657 type=0 code=0 value=0
/dev/input/event3 2972880.516779 type=3 code=54 value=1422
/dev/input/event3 2972880.516779 type=0 code=0 value=0
/dev/input/event3 2972880.522200 type=3 code=54 value=1416
/dev/input/event3 2972880.522200 type=0 code=0 value=0
/dev/input/event3 2972880.527577 type=3 code=54 value=1405
/dev/input/event3 2972880.527577 type=0 code=0 value=0
/dev/input/event3 2972880.532992 type=3 code=53 value=610
/dev/input/event3 2972880.532992 type=3 code=54 value=1392
/dev/input/event3 2972880.532992 type=0 code=0 value=0
/dev/input/event3 2972880.538400 type=3 code=53 value=609
/dev/input/event3 2972880.538400 type=3 code=54 value=1378
/dev/input/event3 2972880.538400 type=0 code=0 value=0
/dev/input/event3 2972880.543634 type=3 code=53 value=607
/dev/input/event3 2972880.543634 type=3 code=54 value=1361
/dev/input/event3 2972880.543634 type=0 code=0 value=0
/dev/input/event3 2972880.549039 type=3 code=53 value=605
/dev/input/event3 2972880.549039 type=3 code=54 value=1342
/dev/input/event3 2972880.549039 type=0 code=0 value=0
/dev/input/event3 2972880.554546 type=3 code=53 value=603
/dev/input/event3 2972880.554546 type=3 code=54 value=1324
/dev/input/event3 2972880.554546 type=0 code=0 value=0
/dev/input/event3 2972880.559990 type=3 code=53 value=598
/dev/input/event3 2972880.559990 type=3 code=54 value=1303
/dev/input/event3 2972880.559990 type=0 code=0 value=0
/dev/input/event3 2972880.565365 type=3 code=53 value=594
/dev/input/event3 2972880.565365 type=3 code=54 value=1280
/dev/input/event3 2972880.565365 type=0 code=0 value=0
/dev/input/event3 2972880.570773 type=3 code=53 value=588
/dev/input/event3 2972880.570773 type=3 code=54 value=1257
/dev/input/event3 2972880.570773 type=0 code=0 value=0
/dev/input/event3 2972880.576140 type=3 code=53 value=582
/dev/input/event3 2972880.576140 type=3 code=54 value=1234
/dev/input/event3 2972880.576140 type=0 code=0 value=0
/dev/input/event3 2972880.581490 type=3 code=53 value=575
/dev/input/event3 2972880.581490 type=3 code=54 value=1211
/dev/input/event3 2972880.581490 type=0 code=0 value=0
/dev/input/event3 2972880.586797 type=3 code=53 value=567
/dev/input/event3 2972880.586797 type=3 code=54 value=1186
/dev/input/event3 2972880.586797 type=0 code=0 value=0
/dev/input/event3 2972880.592191 type=3 code=53 value=560
/dev/input/event3 2972880.592191 type=3 code=54 value=1162
/dev/input/event3 2972880.592191 type=0 code=0 value=0
/dev/input/event3 2972880.597531 type=3 code=53 value=554
/dev/input/event3 2972880.597531 type=3 code=54 value=1138
/dev/input/event3 2972880.597531 type=0 code=0 value=0
/dev/input/event3 2972880.602932 type=3 code=53 value=547
/dev/input/event3 2972880.602932 type=3 code=54 value=1115
/dev/input/event3 2972880.602932 type=0 code=0 value=0
/dev/input/event3 2972880.608271 type=3 code=53 value=540
/dev/input/event3 2972880.608271 type=3 code=54 value=1094
/dev/input/event3 2972880.608271 type=0 code=0 value=0
/dev/input/event3 2972880.613801 type=3 code=53 value=535
/dev/input/event3 2972880.613801 type=3 code=54 value=1074
/dev/input/event3 2972880.613801 type=0 code=0 value=0
/dev/input/event3 2972880.619034 type=3 code=53 value=531
/dev/input/event3 2972880.619034 type=3 code=54 value=1058
/dev/input/event3 2972880.619034 type=0 code=0 value=0
/dev/input/event3 2972880.624414 type=3 code=53 value=527
/dev/input/event3 2972880.624414 type=3 code=54 value=1043
/dev/input/event3 2972880.624414 type=0 code=0 value=0
/dev/input/event3 2972880.629918 type=3 code=53 value=522
/dev/input/event3 2972880.629918 type=3 code=54 value=1027
/dev/input/event3 2972880.629918 type=0 code=0 value=0
/dev/input/event3 2972880.635252 type=3 code=53 value=518
/dev/input/event3 2972880.635252 type=3 code=54 value=1012
/dev/input/event3 2972880.635252 type=0 code=0 value=0
/dev/input/event3 2972880.640658 type=3 code=53 value=514
/dev/input/event3 2972880.640658 type=3 code=54 value=997
/dev/input/event3 2972880.640658 type=0 code=0 value=0
/dev/input/event3 2972880.645975 type=3 code=53 value=511
/dev/input/event3 2972880.645975 type=3 code=54 value=983
/dev/input/event3 2972880.645975 type=0 code=0 value=0
/dev/input/event3 2972880.651356 type=3 code=53 value=507
/dev/input/event3 2972880.651356 type=3 code=54 value=970
/dev/input/event3 2972880.651356 type=0 code=0 value=0
/dev/input/event3 2972880.656839 type=3 code=53 value=504
/dev/input/event3 2972880.656839 type=3 code=54 value=959
/dev/input/event3 2972880.656839 type=0 code=0 value=0
/dev/input/event3 2972880.662283 type=3 code=53 value=502
/dev/input/event3 2972880.662283 type=3 code=54 value=947
/dev/input/event3 2972880.662283 type=0 code=0 value=0
/dev/input/event3 2972880.667528 type=3 code=53 value=499
/dev/input/event3 2972880.667528 type=3 code=54 value=938
/dev/input/event3 2972880.667528 type=0 code=0 value=0
/dev/input/event3 2972880.673079 type=3 code=53 value=497
/dev/input/event3 2972880.673079 type=3 code=54 value=929
/dev/input/event3 2972880.673079 type=0 code=0 value=0
/dev/input/event3 2972880.678581 type=3 code=53 value=495
/dev/input/event3 2972880.678581 type=3 code=54 value=922
/dev/input/event3 2972880.678581 type=0 code=0 value=0
